Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country
Blinding Lights,The Weeknd,r&b,200040,False,83,184,CA
Circles,Post Malone,hip hop,215280,False,80,183,US
The Box,Roddy Ricch,melodic rap,196652,True,78,185,US
Don't Start Now,Dua Lipa,pop,183290,False,77,181,GB
ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",melodic rap,181733,True,70,184,"US, US"
Adore You,Harry Styles,pop,207133,False,75,185,Unknown
Life Is Good (feat. Drake),"Future, Drake","hip hop, rap",237735,True,67,185,"US, CA"
Memories,Maroon 5,pop,189486,False,25,1,US
The Bones,Maren Morris,country,197293,False,61,185,US
Someone You Loved,Lewis Capaldi,soft pop,182160,False,81,184,GB
Say So,Doja Cat,hip hop,237893,True,70,185,US
I Hope (feat. Charlie Puth),"Gabby Barrett, Charlie Puth","country, pop, soft pop",211605,False,54,185,"US, US"
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","hip hop, rap",227478,True,61,185,"US, CA, US, US"
Dance Monkey,Tones And I,dance-pop,209438,False,69,183,AU
Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé","hip hop, pop",242000,True,56,185,"US, US"
ROXANNE,Arizona Zervas,hip hop,163636,True,68,185,US
Intentions (feat. Quavo),"Justin Bieber, Quavo","pop, hip hop",212866,False,70,184,"CA, US"
everything i wanted,Billie Eilish,alternative pop,245425,False,79,184,US
Roses - Imanbek Remix,"SAINt JHN, Imanbek",slap house,176840,True,71,162,"GY, Unknown"
Watermelon Sugar,Harry Styles,pop,174000,False,78,185,Unknown
Before You Go,Lewis Capaldi,soft pop,215106,False,64,184,GB
Falling,Trevor Daniel,composer,159381,False,1,0,CA
"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber",country,167693,False,68,185,"US, CA"
WAP (feat. Megan Thee Stallion),"Cardi B, Megan Thee Stallion","hip hop, hip hop",187541,True,71,185,"US, US"
Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",melodic rap,180434,True,70,179,"US, US"
hot girl bummer,blackbear,hip hop,188343,True,0,0,US
Blueberry Faygo,Lil Mosey,melodic rap,162546,True,65,184,US
Heartless,The Weeknd,r&b,198266,True,73,184,CA
BOP,DaBaby,hip hop,159714,True,71,179,US
Lose You To Love Me,Selena Gomez,pop,206458,False,74,179,US
Good as Hell,Lizzo,hip hop,159735,False,63,185,US
Toosie Slide,Drake,"hip hop, rap",247058,True,65,184,CA
Break My Heart,Dua Lipa,pop,221820,False,70,181,GB
Chasin' You,Morgan Wallen,country,205453,False,15,0,US
Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo","english, pop",171374,True,66,185,"NZ, US"
No Guidance (feat. Drake),"Chris Brown, Drake","hip hop, r&b, rap",260640,True,0,0,"US, CA"
My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",pop,170746,False,68,185,"US, US"
Dynamite,BTS,k-pop,199053,False,1,0,KR
Go Crazy,"Chris Brown, Young Thug","r&b, trap, melodic rap, rap",176960,True,67,185,"US, CA"
High Fashion (feat. Mustard),"Roddy Ricch, Mustard",melodic rap,220486,True,64,185,"US, US"
Laugh Now Cry Later (feat. Lil Durk),"Drake, Lil Durk","hip hop, drill, rap",261492,True,71,184,"CA, US"
Woah,Lil Baby,hip hop,183011,True,40,184,US
death bed (coffee for your head),"Powfu, beabadoobee",bedroom pop,173333,False,75,185,"CA, Unknown"
Señorita,"Shawn Mendes, Camila Cabello",pop,190960,False,72,184,"CA, US"
HIGHEST IN THE ROOM,Travis Scott,rap,175720,True,80,185,US
bad guy,Billie Eilish,alternative pop,194087,False,77,184,US
Mood (feat. iann dior),"24kGoldn, iann dior",melodic rap,140525,True,4,0,"US, US"
Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande","art pop, pop",182200,False,65,183,"US, US"
For The Night (feat. Lil Baby & DaBaby),"Pop Smoke, Lil Baby, DaBaby","new york drill, brooklyn drill, drill",190476,True,42,184,"US, US, US"
RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","reggaeton, latin",221714,True,64,184,"US, CO"
Heart On Ice,Rod Wave,blues rock,159669,True,0,0,GB
Nobody But You (Duet with Gwen Stefani),"Blake Shelton, Gwen Stefani",country,194866,False,57,185,"US, US"
Trampoline,SHAED,englisch,184060,False,54,184,US
Come & Go (with Marshmello),"Juice WRLD, Marshmello","emo rap, edm, melodic rap",205484,True,71,184,"US, US"
Truth Hurts,Lizzo,hip hop,173325,True,51,184,US
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",pop,208687,False,69,185,"CA, US"
We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg","hip hop, detroit trap",181929,True,42,184,"US, US"
Yummy,Justin Bieber,pop,208520,False,63,184,CA
One Man Band,Old Dominion,country,186240,False,74,185,US
Got What I Got,Jason Aldean,"country, acoustic country",178146,False,59,185,US
Sunday Best,Surfaces,pop,158571,False,11,0,US
Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD","hip hop, emo rap, melodic rap, rap",210800,True,78,179,"US, US"
Bandit (with YoungBoy Never Broke Again),"Juice WRLD, YoungBoy Never Broke Again","emo rap, melodic rap",189322,True,63,184,"US, US"
Party Girl,StaySolidRocky,english,147800,True,65,185,Unknown
Die From A Broken Heart,Maddie & Tae,country,188290,False,54,184,US
POPSTAR (feat. Drake),"DJ Khaled, Drake","hip hop, rap",200221,True,62,185,"DZ, CA"
All I Want for Christmas Is You,Mariah Carey,christmas,241106,False,74,185,US
One Of Them Girls,Lee Brice,"country, acoustic country",188893,False,65,185,US
Hard To Forget,Sam Hunt,"pop country, country",204760,False,40,184,US
One Margarita,Luke Bryan,"country, acoustic country",193426,False,54,184,CA
Panini,Lil Nas X,pop rap,114893,False,59,185,US
Hot (feat. Gunna),"Young Thug, Gunna","trap, melodic rap, rap",193026,True,63,185,"CA, US"
I Hope You’re Happy Now,"Carly Pearce, Lee Brice","country, acoustic country",198688,False,64,184,"US, US"
Emotionally Scarred,Lil Baby,hip hop,197529,True,41,184,US
Suicidal (feat. Juice WRLD) - Remix,"YNW Melly, Juice WRLD","emo rap, melodic rap",225857,True,68,185,"US, US"
The Bigger Picture,Lil Baby,hip hop,252728,True,53,184,US
Only Human,Jonas Brothers,teen pop,183000,False,65,184,US
The Woo (feat. 50 Cent & Roddy Ricch),"Pop Smoke, 50 Cent, Roddy Ricch","new york drill, east coast hip hop, melodic rap, drill, brooklyn drill",201600,True,39,184,"US, US, US"
Sum 2 Prove,Lil Baby,hip hop,205760,True,40,184,US
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",pop,228482,False,75,184,"US, CA"
Mood Swings (feat. Lil Tjay),"Pop Smoke, Lil Tjay","new york drill, melodic rap, brooklyn drill, drill",213333,True,43,184,"US, US"
You should be sad,Halsey,alternative pop,205473,True,64,182,US
Dior,Pop Smoke,"new york drill, brooklyn drill, drill",216386,True,72,183,US
Supalonely,"BENEE, Gus Dapperton",bedroom pop,223480,True,61,179,"NZ, US"
Even Though I'm Leaving,Luke Combs,country,225253,False,42,185,US
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",rap,165977,True,67,185,"GB, US, US"
Juicy,"Doja Cat, Tyga","hip hop, hip hop",203093,True,63,185,"US, US"
Be Like That - feat. Swae Lee & Khalid,"Kane Brown, Swae Lee, Khalid","pop country, country",191406,False,62,185,"US, US, US"
Homesick,Kane Brown,"pop country, country",205400,False,56,185,US
Rags2Riches (feat. ATR Son Son),"Rod Wave, ATR Son Son",blues rock,167183,True,0,0,"GB, Unknown"
Bluebird,Miranda Lambert,country,209760,False,58,185,US
Wishing Well,Juice WRLD,"emo rap, melodic rap",194621,True,74,184,US
Does To Me (feat. Eric Church),"Luke Combs, Eric Church","country, acoustic country",223320,False,38,185,"US, GB"
P*$$Y Fairy (OTW),Jhené Aiko,r&b,181860,True,58,179,US
ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee","dance, dance",176546,False,69,184,"US, Unknown"
More Than My Hometown,Morgan Wallen,country,216573,False,48,184,US
Lovin' On You,Luke Combs,country,194866,False,40,185,US
Said Sum,Moneybagg Yo,memphis rap,155168,True,61,184,US
Slide,"H.E.R., YG","hyphy, r&b",238321,True,53,184,"US, US"
Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",melodic rap,173288,True,55,185,"US, US"
Levitating,Dua Lipa,dance-pop,203807,False,71,181,GB
Save Your Tears (with Ariana Grande) (Remix),"The Weeknd, Ariana Grande",pop,191013,False,73,184,"CA, US"
Blinding Lights,The Weeknd,r&b,200040,False,83,184,CA
Mood (feat. iann dior),"24kGoldn, iann dior",melodic rap,140533,True,73,185,"US, US"
good 4 u,Olivia Rodrigo,pop,178146,True,77,184,US
Kiss Me More (feat. SZA),"Doja Cat, SZA",r&b,208666,True,79,185,"US, US"
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic","pop, r&b, alternative rock",242096,False,0,0,"US, US, US"
drivers license,Olivia Rodrigo,pop,242013,True,79,184,US
