Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country,Main Genre
Love Will Keep Us Together,Captain & Tennille,2008 universal fire victim,205493,False,60,178,US,Unknown
Rhinestone Cowboy,Glen Campbell,country,194453,False,65,184,US,Country
Philadelphia Freedom,Elton John,pop,324573,False,55,184,GB,Pop
Before The Next Teardrop Falls,Freddy Fender,tejano,149951,False,51,184,US,Latin
My Eyes Adored You,Frankie Valli,aln-sh,212013,False,61,184,US,Unknown
Shining Star,"Earth, Wind & Fire",disco,170160,False,62,185,"US, US",R&B
Fame - 2016 Remaster,David Bowie,"glam rock, art rock",261373,False,60,184,Unknown,Rock
Laughter In The Rain,Neil Sedaka,"adult standards, doo-wop",170066,False,37,0,US,Easy listening
One of These Nights - 2013 Remaster,Eagles,"soft rock, classic rock",291685,False,73,170,US,Rock
Thank God I'm a Country Boy,John Denver,folk,193093,False,64,185,US,Folk/Acoustic
Jive Talkin',Bee Gees,disco,222266,False,60,184,GB,R&B
The Best of My Love - 2013 Remaster,Eagles,"soft rock, classic rock",274891,False,60,170,US,Rock
Lovin' You,Minnie Riperton,soul,223143,False,61,184,US,R&B
Kung Fu Fighting,Carl Douglas,audio drama,197693,False,3,0,GB,Unknown
Black Water,The Doobie Brothers,"southern rock, soft rock, classic rock",255266,False,59,184,US,Rock
Ballroom Blitz,Sweet,glam rock,246573,False,59,3,GB,Rock
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,2008 universal fire victim,206066,False,48,184,US,Unknown
He Don't Love You (Like I Love You),Tony Orlando & Dawn,Unknown,219946,False,38,184,US,Unknown
At Seventeen - Remastered,Janis Ian,"singer-songwriter, folk",283880,False,52,3,US,Folk/Acoustic
Pick Up the Pieces,Average White Band,funk,239908,False,54,2,GB,R&B
The Hustle - Original Mix,Van McCoy,"philly soul, disco, northern soul",253683,False,0,0,DE,R&B
Lady Marmalade,LaBelle,"philly soul, disco",237120,False,56,185,US,R&B
Why Can't We Be Friends?,War,psychedelic rock,230066,False,0,0,US,Rock
Love Won't Let Me Wait,Major Harris,"philly soul, quiet storm, smooth soul, northern soul",333093,False,42,184,US,R&B
Boogie On Reggae Woman,Stevie Wonder,"motown, soul",313266,False,41,184,US,R&B
Wasted Days And Wasted Nights,Freddy Fender,tejano,171761,False,51,184,US,Latin
"Fight the Power, Pts. 1 & 2",The Isley Brothers,"motown, soul, quiet storm, northern soul",319920,True,39,185,US,R&B
Angie Baby,Helen Reddy,pop,210693,False,40,184,AU,Pop
Jackie Blue,The Ozark Mountain Daredevils,"country rock, southern rock",250120,False,56,153,US,Rock
Fire,Ohio Players,soul,264360,False,37,184,US,R&B
Magic,Pilot,glam rock,186333,False,60,185,GB,Rock
Please Mr. Postman,Carpenters,"christmas, adult standards",172733,False,61,184,US,Jazz
Sister Golden Hair,America,"soft rock, folk rock",199573,False,72,184,US,Rock
Lucy In The Sky With Diamonds,Elton John,pop,377573,False,48,184,GB,Pop
Mandy,Barry Manilow,adult standards,213333,False,66,185,US,Easy listening
Have You Never Been Mellow,Olivia Newton-John,classic pop and rock,213533,False,45,185,AU,Unknown
Could It Be Magic,Barry Manilow,adult standards,409053,False,44,185,US,Easy listening
Cat's in the Cradle,Harry Chapin,singer-songwriter,222951,False,66,184,US,Folk/Acoustic
Wildfire,Michael Martin Murphey,country,288066,False,41,185,US,Country
I'm Not Lisa,Jessi Colter,"honky tonk, traditional country",201933,False,26,184,US,Rock
Listen To What The Man Said - 1993 Digital Remaster,Wings,rock,241400,False,0,0,GB,Rock
I'm Not In Love,10cc,"glam rock, art rock",366640,False,72,184,GB,Rock
I Can Help,Billy Swan,country pop,238333,False,47,185,US,Pop
Fallin' in Love,"Hamilton, Joe Frank & Reynolds","candy, 2008 universal fire victim",184493,False,0,0,"US, US",Unknown
Feelings,Morris Albert,blues,299493,False,41,184,US,Blues
Chevy Van,Sammy Johns,2008 universal fire victim,179000,False,50,171,US,Unknown
When Will I Be Loved,Linda Ronstadt,"mariachi, country rock",124866,False,57,184,US,Latin
"You're The First, The Last, My Everything - Single Version",Barry White,"philly soul, soul, disco, quiet storm",212986,False,45,184,US,R&B
Please Mr. Please,Olivia Newton-John,classic pop and rock,202560,False,42,185,AU,Unknown
You're No Good,Linda Ronstadt,"mariachi, country rock",224026,False,60,184,US,Latin
Dynomite,Bazuka,Unknown,309466,False,20,82,US,Unknown
Walking In Rhythm,The Blackbyrds,jazz funk,253533,False,0,0,GB,Jazz
