Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country
Candle In The Wind 1997,Elton John,pop,250106,False,55,184,GB
You Were Meant For Me,Jewel,pop,254480,False,62,184,US
"I'll Be Missing You (feat. Faith Evans, 112)","Diddy, Faith Evans, 112","r&b, hip hop, east coast hip hop",301520,False,71,184,"US, US, US"
Un-Break My Heart,Toni Braxton,r&b,270773,False,0,0,US
Can't Nobody Hold Me Down (feat. Mase),"Puff Daddy, Mase","reggaeton, hip hop",231160,True,56,183,"PR, Unknown"
I Believe I Can Fly,R. Kelly,r&b,320560,False,0,0,US
Don't Let Go (Love),En Vogue,new jack swing,291880,False,0,0,US
Return of the Mack,Mark Morrison,folk rock,213093,False,74,184,Unknown
How Do I Live,LeAnn Rimes,country,266973,False,71,185,US
Wannabe,Spice Girls,dance-pop,173026,False,80,184,GB
Quit Playing Games (With My Heart),Backstreet Boys,pop,233533,False,58,2,US
MMMBop,Hanson,rock,268653,False,67,184,US
For You I Will,Monica,r&b,294866,False,55,185,US
You Make Me Wanna...,USHER,r&b,220133,False,0,0,US
Bitch,Meredith Brooks,alternative rock,252760,False,70,184,US
Nobody (feat. Athena Cage) - Single Version; 2007 Remaster,"Keith Sweat, Athena Cage","r&b, new jack swing, quiet storm",251760,False,40,184,"Unknown, US"
Semi-Charmed Life,Third Eye Blind,alternative rock,269040,False,0,0,US
Barely Breathing - 45 Version,Duncan Sheik,broadway composer,255053,False,32,156,US
Hard To Say I'm Sorry (feat. Peter Cetera),"Az Yet, Peter Cetera","soft rock, quiet storm",195693,False,50,185,"US, US"
Mo Money Mo Problems (feat. Mase & Puff Daddy),"The Notorious B.I.G., Diddy, Mase","hip hop, east coast hip hop, gangster rap",257839,False,0,0,"US, US, Unknown"
The Freshmen,The Verve Pipe,post-grunge,269466,False,61,185,US
I Want You,Savage Garden,pop,233893,False,0,0,AU
No Diggity,"Blackstreet, Dr. Dre, Queen Pen","rap, west coast hip hop, hip hop, g-funk, gangster rap, new jack swing",304600,False,77,170,"US, US, GB"
I Belong To You (Every Time I See Your Face),Rome,quiet storm,273266,False,52,164,LU
Hypnotize,The Notorious B.I.G.,"hip hop, east coast hip hop, gangster rap",237866,False,0,0,US
Every Time I Close My Eyes (with Kenny G),"Babyface, Kenny G","smooth r&b, christmas, r&b, smooth jazz, quiet storm, new jack swing",296360,False,32,185,"US, US"
In My Bed,Dru Hill,"r&b, smooth r&b, quiet storm",286533,False,0,0,US
Say You'll Be There,Spice Girls,dance-pop,235973,False,66,184,GB
Do You Know (What It Takes) (Album Version),Robyn,european,222893,False,11,24,SE
4 Seasons Of Loneliness,Boyz II Men,"r&b, new jack swing, quiet storm",292293,False,19,4,US
G.H.E.T.T.O.U.T.,Changing Faces,"new jack swing, quiet storm",264960,True,0,0,US
Honey,Mariah Carey,christmas,298933,False,0,0,US
I Believe In You And Me - Film Version,Whitney Houston,contemporary r&b,241960,False,48,185,US
Da Dip,Freak Nasty,miami bass,236506,False,0,0,US
2 Become 1,Spice Girls,dance-pop,241026,False,65,184,GB
All for You,Sister Hazel,alternative rock,203440,False,0,0,US
Cupid,112,r&b,252266,False,64,184,US
Where Have All the Cowboys Gone?,Paula Cole,jazz,266320,False,0,0,US
Sunny Came Home,Shawn Colvin,folk,264200,False,55,183,US
It's Your Love,"Tim McGraw, Faith Hill",country,227333,False,60,185,"US, US"
Ooh Aah (Just A Little Bit) - Remastered,Gina G,eurodance,200399,False,40,185,AU
Mouth,Merril Bainbridge,pop,205733,False,39,185,AU
All Cried Out (feat. 112) - Edit,"Allure, 112",r&b,222333,False,42,185,"NL, US"
I'm Still In Love With You,New Edition,"new jack swing, quiet storm",279666,False,58,184,US
Invisible Man,98º,Unknown,283266,False,47,184,Unknown
"Not Tonight (feat. Da Brat, Left Eye, Missy ""Misdemeanor"" Elliott and Angie Martinez) - Remix","Lil' Kim, Angie Martinez, Lisa ""Left Eye"" Lopes, Da Brat, Missy Elliott","hip hop, g-funk, east coast hip hop",252520,False,49,184,"US, US, US, US, US"
Look into My Eyes,Bone Thugs-N-Harmony,"g-funk, gangster rap",259800,True,0,0,US
Get It Together,702,r&b,291400,False,64,184,US
All By Myself,Céline Dion,variété française,311733,False,0,0,CA
It's All Coming Back to Me Now,Céline Dion,variété française,456333,False,0,0,CA
My Love Is the Shhh!,Somethin' For The People,new jack swing,281746,False,45,184,US
Where Do You Go,No Mercy,eurodance,272200,False,38,185,Unknown
I Finally Found Someone (feat. Bryan Adams),"Barbra Streisand, Bryan Adams",adult standards,221973,False,60,185,"US, CA"
I'll Be,"Foxy Brown, JAY-Z","rap, hip hop, east coast hip hop",178600,True,52,169,"US, US"
If It Makes You Happy,Sheryl Crow,pop,326093,False,21,183,US
Never Make A Promise,Dru Hill,"r&b, smooth r&b, quiet storm",326840,False,48,184,US
When You Love a Woman,Journey,"classic rock, album rock",248160,False,33,185,US
Up Jumps Da' Boogie,Timbaland & Magoo,hip hop,300360,True,10,184,US
I Don't Want To,Toni Braxton,r&b,257200,False,49,185,US
Everyday Is A Winding Road,Sheryl Crow,pop,258959,False,24,183,US
Cold Rock a Party,MC Lyte,east coast hip hop,247306,True,0,0,US
Pony,Ginuwine,r&b,251733,True,70,183,US
Building A Mystery,Sarah McLachlan,pop,247306,False,0,0,CA
I Love You Always Forever,Donna Lewis,rockabilly,239960,False,71,184,US
Your Woman,White Town,electronic,259893,False,2,0,Unknown
C U When U Get There - feat. 40 thevz,Coolio,"west coast hip hop, g-funk",310800,False,0,0,US
Change the World,Eric Clapton,"classic rock, blues, blues rock",234866,False,0,0,GB
Tubthumping,Chumbawamba,anarcho-punk,278960,False,58,183,GB
Gotham City,R. Kelly,r&b,291280,False,40,183,US
Last Night,Az Yet,quiet storm,269026,False,50,185,US
Big Daddy,Heavy D,new jack swing,191373,False,13,185,US
What About Us,Total,"r&b, new jack swing",257183,False,18,150,ES
Smile,"Scarface, Johnny P, 2Pac","west coast hip hop, hip hop, g-funk, dancehall, ragga, southern hip hop, gangster rap",300600,True,54,183,"US, US, US"
What's On Tonight,Montell Jordan,new jack swing,276653,False,40,182,US
Secret Garden,Bruce Springsteen,rock,267266,False,0,0,US
The One I Gave My Heart To,Aaliyah,r&b,270933,False,3,0,US
Fly Like an Eagle,Seal,pop,254706,False,19,2,GB
No Time,Lil' Kim,east coast hip hop,300666,True,36,184,US
Naked Eye,Luscious Jackson,alternative,280693,False,48,184,US
Macarena - Bayside Boys Remix,Los Del Rio,flamenco pop,252133,False,62,185,ES
On & On,Erykah Badu,"r&b, neo soul",226133,True,69,184,US
Don't Wanna Be a Player,Joe,"r&b, smooth r&b, quiet storm",304360,False,31,182,GB
I Shot The Sheriff,Warren G,"west coast hip hop, g-funk, gangster rap",250240,True,32,183,US
You Should Be Mine (Don't Waste Your Time),"Brian McKnight, Mase","r&b, quiet storm",287440,False,33,3,"US, Unknown"
Don't Cry for Me Argentina,Madonna,pop,335733,False,52,185,US
Someone (feat. Puff Daddy),"SWV, Diddy","r&b, hip hop, new jack swing, east coast hip hop",246706,False,13,185,"US, US"
Go the Distance,Michael Bolton,soft rock,280800,False,10,5,US
One More Time,Real McCoy,"eurodance, europop",238706,False,37,185,DE
Butta Love,Next,r&b,296400,True,50,185,US
Coco Jamboo,Mr. President,eurodance,218733,False,73,185,DE
Twisted,Keith Sweat,"r&b, new jack swing, quiet storm",260666,False,67,174,Unknown
Barbie Girl,Aqua,"eurodance, europop",197773,False,1,0,DK
When You're Gone,The Cranberries,alternative rock,296200,False,66,184,IE
Let Me Clear My Throat - Old School Reunion Remix '96,DJ Kool,go-go,290160,False,48,171,US
I Like It (Like That) - D'Ambrosio Club Mix,"The Blackout Allstars, Bobby D'Ambrosio","funky house, disco house, cha cha cha",422533,False,9,71,"US, Unknown"
You're Makin' Me High,Toni Braxton,r&b,267400,False,0,0,US
You Must Love Me,Madonna,pop,170840,False,40,185,US
Let It Go,Ray J,author,345093,False,10,184,GB
