Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country,Main Genre
Wooly Bully,Sam The Sham & The Pharaohs,garage rock,141613,False,53,183,US,Rock
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,"soul, northern soul, motown",160280,False,0,0,US,R&B
(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,"rock, classic rock",222813,False,1,0,GB,Rock
You Were On My Mind,We Five,boy band,156640,False,10,180,GB,Pop
You've Lost That Lovin' Feelin' - Single Version,The Righteous Brothers,pop,224000,False,42,76,US,Pop
Downtown,Petula Clark,2008 universal fire victim,183120,False,0,0,GB,Unknown
Help! - Remastered,The Beatles,"psychedelic rock, classic rock",139560,False,0,0,GB,Rock
Can't You Hear My Heartbeat,Herman's Hermits,british,135960,False,17,121,GB,Unknown
Crying In the Chapel,Elvis Presley,"rockabilly, rock and roll",145240,False,23,185,US,Rock
My Girl,The Temptations,"soul, motown",164466,False,0,0,US,R&B
"Help Me, Rhonda - Single Version/Remastered 2001",The Beach Boys,baroque pop,168240,False,51,184,US,Pop
King Of The Road,Roger Miller,2008 universal fire victim,144213,False,0,0,US,Unknown
The Birds and the Bees,Jewel Akens,doo-wop,129266,False,17,185,US,Blues
"Hold Me, Thrill Me, Kiss Me",Mel Carter,doo-wop,149533,False,50,183,US,Blues
Shotgun,Jr. Walker & The All Stars,"soul, northern soul, motown",176626,False,0,0,US,R&B
I Got You Babe,Sonny & Cher,pop,190080,False,66,171,US,Pop
This Diamond Ring,Gary Lewis & The Playboys,rock,132400,False,0,0,US,Rock
"The ""In"" Crowd",Ramsey Lewis Trio,"soul jazz, jazz",353160,False,0,0,US,Jazz
Mrs Brown You've Got a Lovely Daughter,Herman's Hermits,british,169000,False,20,121,GB,Unknown
Stop! In The Name Of Love,The Supremes,"soul, northern soul, motown",172933,False,0,0,US,R&B
Unchained Melody,The Righteous Brothers,pop,215840,False,0,0,US,Pop
Silhouettes,Herman's Hermits,british,121040,False,18,121,GB,Unknown
I'll Never Find Another You,The Seekers,rock,162320,False,50,185,GB,Rock
Cara mia,Jay & The Americans,doo-wop,152093,False,0,0,US,Blues
Mr. Tambourine Man,The Byrds,"psychedelic rock, folk rock, country rock, acid rock",149466,False,58,185,US,Rock
Cast Your Fate to the Wind,Sounds Orchestral,classic pop and rock,195000,False,0,0,GB,Unknown
"Yes, I'm Ready",Barbara Mason,philly soul,184333,False,56,185,FR,R&B
What's New Pussycat?,Tom Jones,pop,128132,False,0,0,Unknown,Pop
Eve Of Destruction,Barry McGuire,folk rock,215826,False,55,184,US,Rock
Hang on Sloopy,The McCoys,rock,181733,False,32,185,GB,Rock
Ticket To Ride - Remastered,The Beatles,"psychedelic rock, classic rock",189680,False,0,0,GB,Rock
Red Roses for a Blue Lady,Bert Kaempfert,"exotica, easy listening, big band, orchestra",142628,False,0,0,DE,Easy listening
Papa's Got A Brand New Bag - Pt. 1,James Brown,"funk, soul, motown",126040,False,50,184,US,R&B
The Game of Love,Wayne Fontana & The Mindbenders,beat music,127220,False,15,185,GB,Unknown
The Name Game,Shirley Ellis,northern soul,164866,False,35,184,Unknown,R&B
I Know a Place,Petula Clark,2008 universal fire victim,162600,False,0,0,GB,Unknown
Back In My Arms Again,The Supremes,"soul, northern soul, motown",174306,False,0,0,US,R&B
"Baby, I'm Yours",Barbara Lewis,"doo-wop, northern soul",148706,False,53,167,US,Blues
Jolly Green Giant,The Kingsmen,"garage rock, proto-punk",119170,False,21,182,GB,Rock
"Hush, Hush, Sweet Charlotte",Patti Page,adult standards,152360,False,23,185,US,Easy listening
Like a Rolling Stone,Bob Dylan,"folk rock, roots rock, singer-songwriter, country rock, folk",369600,False,76,185,US,Rock
I'm Telling You Now,Freddie & The Dreamers,beat,132413,False,1,156,GB,Unknown
Ferry Cross the Mersey - Mono; 2002 Remaster,Gerry & The Pacemakers,beat music,141986,False,28,185,GB,Unknown
Just Once In My Life,The Righteous Brothers,pop,229200,False,0,0,US,Pop
"Seventh Son - Live At Whisky A Go-Go, Los Angeles, CA / 1965",Johnny Rivers,country,170466,False,23,184,US,Country
"I'm Henry the VIII, I Am",Herman's Hermits Starring Peter Noone,Unknown,109893,False,12,185,GB,Unknown
A Walk In The Black Forest,Horst Jankowski,"exotica, big band, easy listening",169680,False,0,0,DE,Easy listening
For Your Love,The Yardbirds,"psychedelic rock, blues rock, acid rock",150626,False,8,184,GB,Rock
California Girls - Remix/Remastered 2001,The Beach Boys,baroque pop,160360,False,56,184,US,Pop
Go Now,The Moody Blues,"psychedelic rock, symphonic rock, baroque pop, blues, progressive rock, art rock",192506,False,0,0,GB,Rock
Goldfinger,Shirley Bassey,easy listening,168733,False,8,184,Unknown,Easy listening
Down in the Boondocks,Billy Joe Royal,northern soul,153146,False,41,185,US,R&B
"Baby the Rain Must Fall - From the Columbia Film ""Baby the Rain Must Fall""",Glenn Yarbrough,folk,139040,False,27,185,US,Folk/Acoustic
Catch Us If You Can (2019 - Remaster),The Dave Clark Five,beat music,114600,False,5,185,GB,Unknown
Eight Days A Week - Remastered,The Beatles,"psychedelic rock, classic rock",163600,False,0,0,GB,Rock
Just a Little - Single Version,The Beau Brummels,"folk rock, psychedelic pop, garage rock, country rock, acid rock, baroque pop",146786,False,11,166,US,Rock
You Turn Me On,Ian Whitcomb,"dark cabaret, ragtime",163666,False,19,181,US,Folk/Acoustic
I'll Be Doggone,Marvin Gaye,"quiet storm, northern soul, soul, motown",166200,False,0,0,US,R&B
Save Your Heart For Me,Gary Lewis & The Playboys,rock,119186,False,0,0,US,Rock
Tired Of Waiting For You,The Kinks,"proto-punk, baroque pop",151560,False,0,0,GB,Rock
Count Me In,Gary Lewis & The Playboys,rock,142066,False,0,0,US,Rock
All Day and All of the Night,The Kinks,"proto-punk, baroque pop",141506,False,6,0,GB,Rock
What The World Needs Now Is Love - Single Version,Jackie DeShannon,classic pop and rock,195813,False,0,0,US,Unknown
It's Not Unusual,Tom Jones,pop,119800,False,71,184,Unknown,Pop
She's About A Mover,Sir Douglas Quintet,"tejano, country rock",145146,False,0,0,US,Latin
Shake,Sam Cooke,"soul, motown",169986,False,0,0,US,R&B
Wonderful World,Herman's Hermits,british,120866,False,15,121,GB,Unknown
Nowhere To Run,Martha Reeves & The Vandellas,"soul, northern soul, motown",181640,False,0,0,US,R&B
Heart Full Of Soul,The Yardbirds,"psychedelic rock, blues rock, acid rock",149120,False,8,184,GB,Rock
Love Potion Number Nine - Stereo Version,The Searchers,british,125813,False,0,0,GB,Unknown
Laurie (Strange Things Happen),Dickey Lee,doo-wop,186693,False,7,185,US,Blues
Baby Don't Go,Sonny & Cher,pop,194400,False,40,184,US,Pop
It Ain't Me Babe (Stereo),The Turtles,rock,132800,False,37,182,GB,Rock
Tell Her No,The Zombies,"psychedelic rock, baroque pop, psychedelic pop",144906,False,19,185,GB,Rock
I Go to Pieces - Mono; 2002 Remaster,Peter And Gordon,english,146173,False,39,185,GB,Unknown
Red Roses For A Blue Lady,Vic Dana,adult standards,170360,False,43,183,US,Easy listening
Don't Just Stand There,Patty Duke,adult standards,163160,False,14,182,US,Easy listening
The Tracks Of My Tears,Smokey Robinson & The Miracles,"soul, northern soul, motown",174360,False,0,0,US,R&B
Too Many Rivers,Brenda Lee,christmas,168960,False,0,0,Unknown,Jazz
I Like it Like That (2019 - Remaster),The Dave Clark Five,beat music,97946,False,27,185,GB,Unknown
Little Things,Bobby Goldsboro,christmas music,144666,False,11,185,US,Unknown
True Love Ways - 2002 Remaster,Peter And Gordon,english,160266,False,34,185,GB,Unknown
It's The Same Old Song,Four Tops,"soul, northern soul, motown",166400,False,55,184,US,R&B
You've Got Your Troubles - Remastered,The Fortunes,rock,208143,False,47,185,GB,Rock
Hold What You've Got,Joe Tex,"soul, northern soul",186506,False,11,181,US,R&B
We've Gotta Get out of This Place,The Animals,classic rock,192840,False,16,182,GB,Rock
"Laugh, Laugh",The Beau Brummels,"folk rock, psychedelic pop, garage rock, country rock, acid rock, baroque pop",176733,False,0,0,US,Rock
The Last Time - Mono Version,The Rolling Stones,"rock, classic rock",221493,False,45,184,GB,Rock
Do You Believe in Magic?,The Lovin' Spoonful,folk rock,125826,False,64,185,US,Rock
All I Really Want To Do,Cher,pop,178160,False,0,0,US,Pop
Take Me Back,Little Anthony & The Imperials,"doo-wop, northern soul",156693,False,24,184,US,Blues
I Want Candy,The Strangeloves,"garage rock, proto-punk",177506,False,39,185,GB,Rock
Ooo Baby Baby,Smokey Robinson & The Miracles,"soul, northern soul, motown",164160,False,0,0,US,R&B
Laugh at Me - Single Version,Sonny Bono,"acid rock, psychedelic pop",179800,False,15,184,US,Rock
Treat Her Right,Roy Head And The Traits,Unknown,126453,False,8,181,US,Unknown
The Race Is On,Jack Jones,"adult standards, easy listening",106626,False,21,184,US,Easy listening
I'm a Fool,"Dino, Desi & Billy","baroque pop, bubblegum pop",169666,False,22,184,"GB, US",Pop
Boy From New York City,The Ad Libs,"doo-wop, northern soul",187586,False,0,0,US,Blues
Keep Searchin' (We'll Follow the Sun),Del Shannon,doo-wop,128973,False,32,185,US,Blues
How Sweet It Is (To Be Loved By You),Marvin Gaye,"quiet storm, northern soul, soul, motown",177773,False,59,180,US,R&B
