Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country,Main Genre
Call Me,Blondie,new wave,212226,False,68,184,US,Rock
"Another Brick in the Wall, Pt. 2",Pink Floyd,"psychedelic rock, art rock, classic rock, symphonic rock, progressive rock, rock",238746,False,80,185,Unknown,Rock
Magic - Remastered 2022,Olivia Newton-John,classic pop and rock,272705,False,0,183,AU,Unknown
Rock with You - Single Version,Michael Jackson,pop,220626,False,78,185,US,Pop
Do That To Me One More Time,Captain & Tennille,soft rock,256666,False,65,165,US,Rock
Crazy Little Thing Called Love - Remastered 2011,Queen,"glam rock, rock, classic rock",163373,False,77,182,GB,Rock
Coming Up - Remastered 2011,Paul McCartney,pop,231880,False,50,184,GB,Pop
Funkytown - Single Version,Lipps Inc.,disco,234800,False,0,0,US,R&B
It's Still Rock and Roll to Me,Billy Joel,soft rock,176440,False,68,185,US,Rock
The Rose - 2015 Remaster,Bette Midler,pop,214520,False,25,2,US,Pop
Escape (The Pina Colada Song),Rupert Holmes,Unknown,276493,False,74,184,US,Unknown
Cars,Gary Numan,"synthpop, new wave, industrial, industrial rock",238906,False,60,185,GB,Pop
Cruisin',Smokey Robinson,"quiet storm, motown",352920,False,60,184,US,R&B
"Medley: Working My Way Back to You / Forgive Me, Girl",The Spinners,"northern soul, philly soul, motown, soul",243200,False,42,184,GB,R&B
Lost In Love,Air Supply,soft rock,233866,False,66,185,AU,Rock
Little Jeannie,Elton John,pop,313186,False,55,184,GB,Pop
Ride Like the Wind,Christopher Cross,soft rock,275506,False,62,184,US,Rock
Upside Down,Diana Ross,"disco, motown",244826,False,1,0,US,R&B
Please Don't Go,KC & The Sunshine Band,disco,230440,False,64,167,US,R&B
Babe,Styx,"progressive rock, album rock, classic rock",265973,False,65,184,US,Rock
With You I'm Born Again,"Billy Preston, Syreeta",motown,223466,False,18,184,"US, US",R&B
Shining Star,The Manhattans,"philly soul, motown",281853,False,53,185,GB,R&B
Still,Commodores,motown,347093,False,46,183,US,R&B
Yes I'm Ready,"Teri DeSario, KC & The Sunshine Band",disco,198600,False,0,0,"US, US",R&B
Sexy Eyes - Single Version,Dr. Hook,rock,180000,False,54,184,US,Rock
Steal Away,Robbie Dupree,"soft rock, album rock",206733,False,55,183,US,Rock
Biggest Part of Me,Ambrosia,soft rock,324040,False,63,185,US,Rock
This Is It,Kenny Loggins,pop,236733,False,56,185,US,Pop
Cupid / I've Loved You for a Long Time,The Spinners,"northern soul, philly soul, motown, soul",236693,False,22,183,GB,R&B
Let's Get Serious,Jermaine Jackson,alliteration,477266,False,27,184,US,Unknown
Don't Fall In Love With A Dreamer,"Kenny Rogers, Kim Carnes",country,222066,False,56,184,"US, US",Country
Sailing,Christopher Cross,soft rock,256146,False,70,184,US,Rock
Longer,Dan Fogelberg,soft rock,195066,False,59,185,US,Rock
Coward Of The County,Kenny Rogers,country,258733,False,66,184,US,Country
