Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country,Main Genre
Hold On,Wilson Phillips,adult contemporary,266866,False,67,184,US,Unknown
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,pop,259665,False,27,1,SE,Pop
Nothing Compares 2 U,Sinéad O'Connor,irish,280040,False,0,0,IE,Unknown
Poison,Bell Biv DeVoe,new jack swing,261853,False,71,184,US,R&B
Vogue,Madonna,pop,317080,False,63,185,US,Pop
Vision of Love,Mariah Carey,christmas,209293,False,56,185,US,Jazz
Another Day In Paradise,Phil Collins,soft rock,322173,False,0,0,GB,Rock
Hold On,En Vogue,new jack swing,304373,False,34,184,US,R&B
Cradle Of Love - Remastered,Billy Idol,rock,279720,False,0,0,GB,Rock
"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Jon Bon Jovi,hard rock,335240,False,63,184,US,Rock
Do Me!,Bell Biv DeVoe,new jack swing,272533,False,22,184,US,R&B
How Am I Supposed to Live Without You,Michael Bolton,soft rock,254373,False,0,0,US,Rock
Pump Up The Jam,Technotronic,"hip house, dance, eurodance",217142,False,0,0,BE,Electronic
Opposites Attract,Paula Abdul,dance-pop,265373,False,50,184,US,Unknown
Escapade,Janet Jackson,new jack swing,283933,False,53,3,US,R&B
All I Wanna Do Is Make Love To You,Heart,"rock, classic rock, album rock",310893,False,68,184,US,Rock
Close To You,Maxi Priest,"lovers rock, reggae",330080,False,40,118,GB,Rock
Black Velvet,Alannah Myles,rock,289560,False,0,0,CA,Rock
Release Me,Wilson Phillips,adult contemporary,295693,False,51,184,US,Unknown
Don't Know Much (with Aaron Neville),"Linda Ronstadt, Aaron Neville","country rock, mariachi",211973,False,37,184,"US, US",Rock
All Around the World,Lisa Stansfield,dance-pop,261839,False,0,0,GB,Unknown
I Wanna Be Rich,Calloway,new jack swing,309666,False,20,137,US,R&B
Rub You The Right Way - Radio Edit,Johnny Gill,"smooth r&b, new jack swing, quiet storm",249800,False,0,0,US,Unknown
She Ain't Worth It,"Glenn Medeiros, Bobby Brown",new jack swing,218840,False,0,0,"US, US",R&B
If Wishes Came True,Sweet Sensation,"freestyle, hi-nrg, chicago house, funk melody",315160,False,34,184,GB,Hip Hop
The Power,SNAP!,eurodance,344306,False,0,0,DE,Pop
(Can't Live Without Your) Love And Affection - Remastered 2017,Nelson,"glam metal, arena rock, album rock, glam rock",236435,False,49,184,US,Metal
Love Will Lead You Back,Taylor Dayne,dance-pop,278533,False,40,143,US,Unknown
Don't Wanna Fall in Love,Jane Child,new jack swing,247840,False,52,184,Unknown,R&B
Two To Make It Right,Seduction,freestyle,282266,False,40,184,US,Hip Hop
Sending All My Love,Linear,"freestyle, miami bass, funk melody",234066,False,56,184,US,Hip Hop
Unskinny Bop,Poison,"glam metal, glam rock",229160,False,45,184,US,Metal
Step by Step,New Kids On The Block,pop,267293,False,59,185,US,Pop
Dangerous,Roxette,pop,229920,False,9,2,SE,Pop
We Didn't Start the Fire,Billy Joel,soft rock,288400,False,52,185,US,Rock
I Don't Have The Heart,James Ingram,soul,247413,False,0,0,US,R&B
Downtown Train - 2008 Remaster,Rod Stewart,soft rock,279986,False,25,2,GB,Rock
Rhythm Nation,Janet Jackson,new jack swing,330933,False,49,3,US,R&B
I'll Be Your Everything,Tommy Page,american,244840,False,0,0,US,Unknown
Roam - Edit,The B-52's,"post-punk, new wave",246853,False,43,172,US,Rock
Everything,Jody Watley,"freestyle, new jack swing",256506,False,21,178,US,Hip Hop
Back To Life (However Do You Want Me) - Remastered 2003,"Soul II Soul, Caron Wheeler",new jack swing,228893,False,28,1,"GB, GB",R&B
Here And Now,Luther Vandross,"soul, quiet storm",323333,False,0,0,US,R&B
Alright,Janet Jackson,new jack swing,386533,False,37,3,US,R&B
Ice Ice Baby,Vanilla Ice,hip hop,271466,False,63,184,US,Hip Hop
Blame It on the Rain,Milli Vanilli,dance-pop,248520,False,37,185,DE,Unknown
Have You Seen Her,MC Hammer,hip hop,282800,False,44,184,US,Hip Hop
