Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country,Main Genre
The Way We Were,Barbra Streisand,pop,211093,False,59,185,US,Pop
Seasons in the Sun,Terry Jacks,audio drama,209346,False,53,185,Unknown,Unknown
Love's Theme,The Love Unlimited Orchestra,"philly soul, disco",246266,False,61,184,US,R&B
Come and Get Your Love - Single Version,Redbone,rock,205933,False,78,185,US,Rock
Dancing Machine,The Jackson 5,"christmas, motown",161813,False,50,180,US,Jazz
The Loco-Motion - Remastered 2002,Grand Funk Railroad,classic rock,165800,False,47,184,US,Rock
T.S.O.P. (The Sound of Philadelphia) (feat. The Three Degrees),"MFSB, The Three Degrees","philly soul, motown, disco",222346,False,48,185,"US, US",R&B
The Streak,Ray Stevens,comedy,199066,False,28,185,US,Country
Bennie And The Jets - Remastered 2014,Elton John,pop,322548,False,73,184,GB,Pop
One Hell Of A Woman,Mac Davis,jazz,171960,False,25,180,US,Jazz
Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,"motown, jazz blues, soul",208466,False,50,171,US,R&B
Jungle Boogie,Kool & The Gang,"funk, disco",186533,False,61,184,US,R&B
Midnight at the Oasis,Maria Muldaur,blues,229506,False,49,171,US,Blues
You Make Me Feel Brand New,The Stylistics,"philly soul, motown, smooth soul, quiet storm",288440,False,0,0,GB,R&B
Show and Tell,Al Wilson,"northern soul, motown",207986,False,47,185,US,R&B
Spiders & Snakes,Jim Stafford,country,186666,False,39,184,US,Country
Rock On,David Essex,glam rock,204186,False,48,185,GB,Rock
Sunshine On My Shoulders,John Denver,folk,311893,False,59,185,US,Folk/Acoustic
Sideshow,Blue Magic,"philly soul, quiet storm",251520,False,51,184,US,R&B
Hooked On A Feeling,"Blue Swede, Björn Skifs",european,172866,False,73,185,"SE, SE",Unknown
"Billy, Don't Be A Hero",Bo Donaldson & The Heywoods,Unknown,223493,False,18,184,US,Unknown
Band On The Run - 2010 Remaster,"Paul McCartney, Wings","pop, rock",313026,False,69,183,"GB, GB",Pop
The Most Beautiful Girl,Charlie Rich,traditional country,161906,False,57,185,US,Country
Time in a Bottle,Jim Croce,"folk rock, singer-songwriter",146175,False,2,0,US,Rock
Annie's Song,John Denver,folk,180693,False,68,185,US,Folk/Acoustic
(You're) Having My Baby,"Paul Anka, Odia Coates",adult standards,156293,False,50,184,"CA, US",Easy listening
Let Me Be There,Olivia Newton-John,classic pop and rock,181733,False,44,183,AU,Unknown
Sundown,Gordon Lightfoot,"folk rock, folk, singer-songwriter",213400,False,67,184,CA,Rock
Rock Me Gently,Andy Kim,christmas music,208333,False,51,182,US,Unknown
Boogie Down,Eddie Kendricks,"philly soul, motown, soul",419226,False,13,184,US,R&B
You're Sixteen (You’re Beautiful And You’re Mine),Ringo Starr,rock,169693,False,48,184,GB,Rock
Dark Lady,Cher,pop,206466,False,50,184,US,Pop
If You Love Me (Let Me Know),Olivia Newton-John,classic pop and rock,196266,False,42,180,AU,Unknown
Best Thing That Ever Happened to Me,Gladys Knight & The Pips,"northern soul, motown, soul",224986,False,51,185,US,R&B
Feel Like Makin' Love,Roberta Flack,adult standards,175400,False,62,185,US,Easy listening
Just Don't Want to Be Lonely,The Main Ingredient,philly soul,213226,False,39,185,Unknown,R&B
Nothing From Nothing,Billy Preston,2008 universal fire victim,156200,False,58,184,US,Unknown
Rock Your Baby,George McCrae,disco,384000,False,44,184,GB,R&B
Top Of The World,Carpenters,"christmas, adult standards",179173,False,67,184,US,Jazz
The Joker,Steve Miller Band,classic rock,264503,False,73,184,US,Rock
I've Got to Use My Imagination,Gladys Knight & The Pips,"northern soul, motown, soul",210480,False,37,185,US,R&B
The Show Must Go On,Three Dog Night,rock,207213,False,20,84,US,Rock
Rock the Boat,Hues Corporation,disco,202573,False,63,185,US,R&B
Smokin' in the Boy's Room,Brownsville Station,boogie rock,176453,False,46,184,US,Unknown
Living For The City,Stevie Wonder,"motown, soul",442866,False,47,184,US,R&B
Then Came You,Dionne Warwick,pop,240240,False,41,184,US,Pop
The Night Chicago Died,Paper Lace,british,203333,False,47,182,GB,Unknown
The Entertainer - The Sting/Soundtrack Version/Orchestra Version,Marvin Hamlisch,ragtime,183360,False,44,184,US,Jazz
Waterloo,ABBA,disco,168960,False,72,183,SE,R&B
The Air That I Breathe - 2008 Remaster,The Hollies,pop,257106,False,6,0,GB,Pop
Rikki Don't Lose That Number,Steely Dan,classic rock,271093,False,1,0,Unknown,Rock
Mockingbird,"Carly Simon, James Taylor","folk rock, soft rock, singer-songwriter",254240,False,47,184,"US, US",Rock
Help Me,Joni Mitchell,"folk rock, folk, singer-songwriter",204186,False,56,166,CA,Rock
You Won't See Me,Anne Murray,country,246400,False,35,184,CA,Country
"Never, Never Gonna Give Ya Up",Barry White,"philly soul, quiet storm, soul, disco",476066,False,44,184,US,R&B
Tell Me Something Good,"Rufus & Chaka Khan, Chaka Khan",funk,277066,False,52,184,"US, US",R&B
You and Me Against the World,Helen Reddy,pop,233200,False,0,0,AU,Pop
Rock And Roll Heaven,The Righteous Brothers,pop,211866,False,38,184,US,Pop
Hollywood Swinging,Kool & The Gang,"funk, disco",279933,False,56,184,US,R&B
Be Thankful for What You Got (Pt. 1 & Pt. 2),William DeVaughn,"philly soul, soul",429371,False,2,0,US,R&B
Hang On In There Baby,Johnny Bristol,"smooth soul, soul, philly soul, motown, northern soul",233720,False,50,184,US,R&B
Touch The Wind (Eres Tu) - Remasterizado,Mocedades,trova,226400,False,29,185,ES,Latin
Takin' Care Of Business,Bachman-Turner Overdrive,classic rock,289893,False,63,184,CA,Rock
Radar Love - Original Single Edit 1973,Golden Earring,"classic rock, nederpop",223496,False,45,185,NL,Rock
Please Come To Boston,Dave Loggins,pop,247826,False,32,185,US,Pop
Keep On Smilin' - Live,Wet Willie,"country rock, southern rock",415826,False,6,185,US,Rock
Lookin' For A Love,Bobby Womack,soul,153653,False,24,184,US,R&B
Put Your Hands Together,The O'Jays,"philly soul, motown, quiet storm, soul",247066,False,29,185,US,R&B
On and On,Gladys Knight & The Pips,"northern soul, motown, soul",256333,False,27,185,US,R&B
Oh Very Young,Yusuf / Cat Stevens,"folk rock, folk, singer-songwriter",156800,False,9,184,GB,Rock
Leave Me Alone (Ruby Red Dress),Helen Reddy,pop,207826,False,29,184,AU,Pop
(I've Been) Searchin' So Long - 2002 Remaster,Chicago,soft rock,268426,False,40,184,US,Rock
Goodbye Yellow Brick Road - Remastered 2014,Elton John,pop,192826,False,74,184,GB,Pop
Oh My My,Ringo Starr,rock,259373,False,30,184,GB,Rock
For the Love of Money,The O'Jays,"philly soul, motown, quiet storm, soul",439866,False,54,185,US,R&B
I Shot The Sheriff,Eric Clapton,"classic rock, blues, blues rock",263746,False,63,179,GB,Rock
Jet - 2010 Remaster,"Paul McCartney, Wings","pop, rock",248360,False,58,183,"GB, GB",Pop
Don't Let The Sun Go Down On Me - Remastered 1995,Elton John,pop,336733,False,61,184,GB,Pop
Tubular Bells - Pt. I,Mike Oldfield,"progressive rock, new age, symphonic rock",1561133,False,48,184,GB,Rock
A Love Song,Anne Murray,country,169493,False,42,184,CA,Country
I'm Leaving It (All) Up To You,"Donny Osmond, Marie Osmond",classic pop and rock,172066,False,33,93,"US, US",Unknown
Hello It's Me,Todd Rundgren,"power pop, philly soul",264093,False,53,185,US,Pop
I Love,Tom T. Hall,"traditional country, honky tonk",129533,False,14,184,US,Country
Clap For The Wolfman - 2003 Remastered,The Guess Who,classic rock,256173,False,38,185,CA,Rock
I'll Have To Say I Love You In A Song,Jim Croce,"folk rock, singer-songwriter",154626,False,1,0,US,Rock
The Lord's Prayer,Sister Janet Mead,Unknown,179534,False,18,185,AU,Unknown
Trying To Hold On To My Woman,Lamont Dozier,2008 universal fire victim,358214,False,31,164,US,Unknown
Don't You Worry 'Bout A Thing,Stevie Wonder,"motown, soul",284840,False,61,184,US,R&B
A Very Special Love Song,Charlie Rich,traditional country,168880,False,10,163,US,Country
My Girl Bill,Jim Stafford,country,192866,False,27,184,US,Country
