Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country,Main Genre
The First Time Ever I Saw Your Face,Roberta Flack,soul,260666,False,64,185,US,R&B
Alone Again (Naturally),Gilbert O'Sullivan,british,216840,False,0,0,IE,Unknown
American Pie,Don McLean,folk rock,516893,False,76,184,US,Rock
Without You,Harry Nilsson,"baroque pop, singer-songwriter",201000,False,65,185,US,Pop
The Candy Man,Sammy Davis Jr.,"big band, adult standards, vocal jazz, swing music",189386,False,40,184,US,Easy listening
I Gotcha,Joe Tex,"soul, northern soul",159613,False,20,181,US,R&B
Lean on Me,Bill Withers,"soul, motown",258834,False,70,185,US,R&B
Baby Don't Get Hooked on Me,Mac Davis,jazz,183933,False,47,185,US,Jazz
Brand New Key,Melanie,contemporary folk,147040,False,52,185,US,Folk/Acoustic
Daddy Don't You Walk So Fast,Wayne Newton,"big band, adult standards",206333,False,26,184,US,Easy listening
Let's Stay Together,Al Green,"soul, motown, soul blues",199396,False,75,185,US,R&B
Brandy (You're a Fine Girl),Looking Glass,classical,186826,False,76,185,US,Classical
Oh Girl,The Chi-Lites,"soul, motown, smooth soul, philly soul",217520,False,50,184,US,R&B
Nice to Be with You - Rerecorded Version,Gallery,ambient,168026,False,0,0,Unknown,Electronic
My Ding-A-Ling,Chuck Berry,"rock and roll, rockabilly",223573,False,39,184,US,Rock
(If Loving You Is Wrong) I Don't Want to Be Right,Luther Ingram,r&b,216800,False,45,181,US,R&B
Heart of Gold - 2009 Remaster,Neil Young,"folk rock, roots rock, singer-songwriter, classic rock",187013,False,63,184,CA,Rock
"Betcha By Golly, Wow",The Stylistics,"motown, smooth soul, quiet storm, philly soul",198920,False,0,0,GB,R&B
I'll Take You There,The Staple Singers,"soul, motown",284200,False,22,98,US,R&B
Ben - Single Version,Michael Jackson,pop,165160,False,58,177,US,Pop
The Lion Sleeps Tonight,Robert John,soft rock,152480,False,0,0,DE,Rock
Outa-Space,Billy Preston,2008 universal fire victim,250866,False,42,184,US,Unknown
Slippin' Into Darkness,War,psychedelic rock,227373,False,20,185,US,Rock
Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,pop,199200,False,9,0,GB,Pop
How Do You Do?,Mouth & MacNeal,nederpop,244133,False,0,0,NL,Pop
Song Sung Blue - Single Version,Neil Diamond,singer-songwriter,195160,False,50,184,US,Folk/Acoustic
A Horse with No Name,"America, George Martin","folk rock, soft rock",252239,False,77,184,"US, GB",Rock
Popcorn,Hot Butter,Unknown,151440,False,0,0,US,Unknown
Everybody Plays the Fool,The Main Ingredient,philly soul,202253,False,46,184,Unknown,R&B
Precious and Few,Climax,blues rock,164653,False,44,185,GB,Rock
(Last Night) I Didn't Get To Sleep At All,The 5th Dimension,pop,191053,False,11,185,US,Pop
Nights In White Satin - Single Version / Mono,The Moody Blues,"blues, progressive rock, psychedelic rock, symphonic rock, art rock, baroque pop",269106,False,65,184,GB,Blues
Go All The Way,Raspberries,"jangle pop, power pop",205346,False,60,184,US,Pop
Too Late To Turn Back Now,Cornelius Brothers & Sister Rose,motown,198693,False,57,183,US,R&B
Back Stabbers,The O'Jays,"soul, motown, quiet storm, philly soul",186093,False,57,185,US,R&B
Down By The Lazy River,The Osmonds,glam rock,163093,False,36,184,GB,Rock
Sunshine,Jonathan Edwards,Unknown,138733,False,31,185,US,Unknown
Starting All Over Again,Mel & Tim,"soul, motown, northern soul",248466,False,24,184,US,R&B
Day After Day - Remastered 2010,Badfinger,"jangle pop, power pop",191053,False,54,184,GB,Pop
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,pop,281613,False,81,184,GB,Pop
Rockin' Robin,Michael Jackson,pop,151933,False,48,177,US,Pop
Beautiful Sunday,Daniel Boone,pop,174093,False,42,184,US,Pop
Scorpio,Dennis Coffey & The Detroit Guitar Band,Unknown,263229,False,29,184,US,Unknown
Morning Has Broken,Yusuf / Cat Stevens,"folk rock, folk, singer-songwriter",200000,False,0,0,GB,Rock
The City of New Orleans,Arlo Guthrie,"folk rock, folk, singer-songwriter",274506,False,51,185,US,Rock
Garden Party,"Ricky Nelson, The Stone Canyon Band","country rock, rockabilly, doo-wop",228066,False,32,184,"US, US",Rock
I Can See Clearly Now - Edit,Johnny Nash,country,164733,False,72,144,US,Country
Burning Love,Elvis Presley,"rock and roll, rockabilly",170293,False,75,185,US,Rock
Clean up Woman,Betty Wright,soul,169533,False,55,184,US,R&B
Hold Your Head Up,Argent,progressive rock,377560,False,44,185,GB,Rock
Jungle Fever,The Chakachas,rock,263013,False,42,183,GB,Rock
Everything I Own,Bread,soft rock,187000,False,70,184,US,Rock
In The Rain,The Dramatics,"soul, philly soul",209213,False,51,62,GB,R&B
Look What You Done for Me,Al Green,"soul, motown, soul blues",185822,False,41,185,US,R&B
The Happiest Girl in the Whole U.S.A. (Rerecorded),Donna Fargo,2008 universal fire victim,155000,False,9,185,US,Unknown
Bang A Gong (Get It On) (Electric Version),T. Rex,"proto-punk, glam rock",284683,False,45,182,GB,Rock
Mother and Child Reunion,Paul Simon,singer-songwriter,187400,False,53,185,US,Folk/Acoustic
Where Is the Love,"Roberta Flack, Donny Hathaway","soul, adult standards",163453,False,52,185,"US, US",R&B
I'm Still in Love with You,Al Green,"soul, motown, soul blues",191636,False,55,185,US,R&B
Layla,Derek & The Dominos,"blues rock, classic rock",423840,False,72,180,US,Rock
Day Dreaming,Aretha Franklin,"soul, motown, jazz blues",238933,False,8,172,US,R&B
The Way Of Love,Cher,pop,152493,False,35,184,US,Pop
Black And White,Three Dog Night,rock,225133,False,13,84,US,Rock
Sylvia's Mother,Dr. Hook,rock,228333,False,59,185,US,Rock
Hurting Each Other,Carpenters,"christmas, adult standards",168533,False,50,184,US,Jazz
Coconut,Harry Nilsson,"baroque pop, singer-songwriter",231733,False,54,185,US,Pop
Puppy Love,Donny Osmond,classic pop and rock,184973,False,44,184,US,Unknown
You Don't Mess Around with Jim,Jim Croce,"folk rock, singer-songwriter",184640,False,0,0,US,Rock
Hot Rod Lincoln,Commander Cody and His Lost Planet Airmen,"southern rock, country rock, rockabilly",164933,False,47,184,US,Rock
A Cowboy's Work Is Never Done,Sonny & Cher,pop,197026,False,4,184,US,Pop
Joy,"Apollo 100, Tom Parker","instrumental, jazz",170282,False,33,185,"GB, US",Unknown
Anticipation,Carly Simon,soft rock,201706,False,43,184,US,Rock
Never Been To Spain - Single Version,Three Dog Night,rock,222066,False,13,84,US,Rock
Kiss an Angel Good Morning,Charley Pride,"country, christian country, traditional country",130440,False,20,185,US,Country
School's Out,Alice Cooper,"glam metal, classic rock, hard rock, glam rock, proto-punk",210106,False,65,184,US,Metal
Saturday in the Park,Chicago,soft rock,235800,False,48,184,US,Rock
Drowning In The Sea Of Love,Joe Simon,"soul, northern soul, philly soul",203106,False,0,0,DE,R&B
Use Me,Bill Withers,"soul, motown",228326,False,68,185,US,R&B
Family Affair - Single Version,Sly & The Family Stone,"soul, motown, funk rock, funk",185533,False,47,185,US,R&B
Troglodyte (Cave Man),The Jimmy Castor Bunch,breakbeat,217933,False,26,185,US,Electronic
The Witch Queen of New Orleans,Redbone,rock,165160,False,29,185,US,Rock
Freddie's Dead,Curtis Mayfield,"soul, motown",198720,False,3,185,US,R&B
Power Of Love,Joe Simon,"soul, northern soul, philly soul",174635,False,0,0,DE,R&B
Ain't Understanding Mellow,"Jerry Butler, Brenda Lee Eager","soul, philly soul, motown, northern soul, doo-wop",260306,False,5,184,"US, US",R&B
Taxi,Harry Chapin,singer-songwriter,402840,False,45,183,US,Folk/Acoustic
Don't Say You Don't Remember,Beverly Bremers,Unknown,203050,False,28,185,Unknown,Unknown
Sealed with a Kiss,Bobby Vinton,"doo-wop, adult standards",169066,False,46,185,US,Blues
I Saw the Light - 2015 Remaster,Todd Rundgren,"power pop, philly soul",180280,False,0,0,US,Pop
Motorcycle Mama,Sailcat,70s,126573,False,20,185,US,Unknown
Day By Day (NYC Cast Recording),Godspell,Unknown,179786,False,0,0,Unknown,Unknown
Roundabout,Yes,"symphonic rock, art rock, progressive rock, album rock",512386,False,13,170,GB,Rock
Doctor My Eyes,Jackson Browne,"folk rock, singer-songwriter, soft rock",199906,False,1,0,US,Rock
I'd Like to Teach the World to Sing (In Perfect Harmony) - Rerecorded Version,The New Seekers,Unknown,148906,False,0,0,GB,Unknown
Vincent,Don McLean,folk rock,243493,False,68,184,US,Rock
Baby Let Me Take You (In My Arms),The Detroit Emeralds,"motown, northern soul",232720,False,36,183,US,R&B
Speak to the Sky,Rick Springfield,power pop,176360,False,0,0,AU,Pop
I'd Like to Teach the World to Sing (In Perfect Harmony),The Hillside Singers,Unknown,136341,False,15,185,US,Unknown
Walkin' In The Rain With The One I Love,Love Unlimited,philly soul,281600,False,18,184,NL,R&B
"Get On The Good Foot, Pt. 1",James Brown,"soul, motown, funk",214933,False,0,0,US,R&B
Pop That Thang,The Isley Brothers,"soul, motown, quiet storm, northern soul",172760,False,16,185,US,R&B
