Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country,Main Genre
Theme from a Summer Place,Percy Faith,death by cancer,144266,False,0,0,CA,Unknown
He'll Have to Go,Jim Reeves,christian country,138640,False,45,185,US,Country
Cathy's Clown,The Everly Brothers,doo-wop,144013,False,42,184,US,Blues
Running Bear,Johnny Preston,"doo-wop, rockabilly",157842,False,10,150,US,Blues
Teen Angel,Mark Dinning,doo-wop,160320,False,0,0,US,Blues
I'm Sorry,Brenda Lee,christmas,155426,False,20,183,Unknown,Jazz
It's Now or Never,Elvis Presley,"rockabilly, rock and roll",195800,False,0,0,US,Rock
Handy Man,Jimmy Jones,doo-wop,124107,False,1,162,US,Blues
Stuck on You,Elvis Presley,"rockabilly, rock and roll",139666,False,0,0,US,Rock
The Twist,Chubby Checker,rock and roll,153760,False,1,0,Unknown,Rock
Everybody's Somebody's Fool,Connie Francis,schlager,159613,False,0,0,US,Pop
Wild One,Bobby Rydell,"doo-wop, adult standards",141008,False,0,162,US,Blues
Greenfields,The Brothers Four,folk,183293,False,0,0,US,Folk/Acoustic
What In The World’s Come Over You,Jack Scott,"doo-wop, rockabilly, psychobilly",167146,False,1,179,Unknown,Blues
El Paso,Marty Robbins,country,261466,False,25,185,US,Country
Alley Oop,The Hollywood Argyles,doo-wop,161733,False,1,184,US,Blues
My Heart Has A Mind Of Its Own,Connie Francis,schlager,150933,False,13,93,US,Pop
Sweet Nothin's,Brenda Lee,christmas,143826,False,0,0,Unknown,Jazz
Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,pop,143374,False,1,183,US,Pop
Only the Lonely,Roy Orbison,rockabilly,145533,False,62,185,US,Rock
Where Or When,Dion & The Belmonts,"doo-wop, rock and roll",157800,False,0,0,US,Blues
Sixteen Reasons,Connie Stevens,doo-wop,119066,False,3,184,US,Blues
Puppy Love - Remix,Paul Anka,adult standards,164000,False,40,185,CA,Easy listening
The Stroll,Frankie Avalon,doo-wop,157520,False,12,0,US,Blues
"Walk, Don't Run",The Ventures,surf rock,126480,False,25,183,US,Rock
Save the Last Dance for Me,The Drifters,"doo-wop, motown",154960,False,62,183,US,Blues
"Baby, You Got What It Takes",Brook Benton,soul,195279,False,3,184,US,R&B
Sink the Bismark,Johnny Horton,"honky tonk, rockabilly",194400,False,43,185,US,Rock
Chain Gang,Sam Cooke,"motown, soul",155173,False,50,185,US,R&B
Let It Be Me,The Everly Brothers,doo-wop,154000,False,1,183,US,Blues
Good Timin,Jimmy Jones,doo-wop,129306,False,2,161,US,Blues
Beyond the Sea,Bobby Darin,"doo-wop, adult standards, swing music, big band",172480,False,70,184,US,Blues
"Go, Jimmy, Go",Jimmy Clanton,doo-wop,128888,False,0,182,US,Blues
Night,Jackie Wilson,"motown, northern soul, soul",174720,False,7,184,US,R&B
Burning Bridges,Jack Scott,"doo-wop, rockabilly, psychobilly",162333,False,0,0,Unknown,Blues
The Big Hurt,Toni Fisher,adult standards,129105,False,0,0,US,Easy listening
Because They’re Young,Duane Eddy,"rockabilly, surf rock",124506,False,0,0,US,Rock
Lonely Blue Boy,Conway Twitty,"honky tonk, country, traditional country",136437,False,1,181,US,Rock
Pretty Blue Eyes,Steve Lawrence,adult standards,114472,False,0,0,GB,Easy listening
Way Down Yonder In New Orleans,Freddy Cannon,"doo-wop, rockabilly",153360,False,0,183,US,Blues
Paper Roses,Anita Bryant,adult standards,169509,False,0,184,US,Easy listening
Mr. Custer,Larry Verne,_consistency,185213,False,22,185,FR,Unknown
I Want to Be Wanted,Brenda Lee,christmas,182626,False,10,183,Unknown,Jazz
Mule Skinner Blues,The Fendermen,rockabilly,142266,False,0,0,GB,Rock
My Heart Knows,Johnny Preston,rockabilly,149360,False,0,0,US,Rock
You've Got What It Takes,Marv Johnson,"doo-wop, motown, northern soul",171676,False,0,0,US,Blues
"Please Help Me, I'm Falling",Hank Locklin,"honky tonk, traditional country",141466,False,45,185,US,Rock
Love You So,Ron Holden,"doo-wop, northern soul",207840,False,2,184,US,Blues
Finger Poppin' Time,Hank Ballard & The Midnighters,doo-wop,111826,False,0,0,US,Blues
Harbor Lights,The Platters,doo-wop,187666,False,0,0,US,Blues
Let the Little Girl Dance,Billy Bland,doo-wop,143098,False,0,0,US,Blues
He'll Have to Stay,Jeanne Black,heavy metal,159608,False,1,184,GB,Metal
"Theme From ""The Apartment""","Charles Williams, Ferrante & Teicher",exotica,181666,False,20,184,"US, US",Easy listening
Volare,Bobby Rydell,"doo-wop, adult standards",147546,False,0,0,US,Blues
A Million to One,Jimmy Charles,doo-wop,158432,False,0,162,US,Blues
The Village of St. Bernadette,Andy Williams,"christmas, adult standards",199546,False,0,177,US,Jazz
The Old Lamplighter,The Browns,rock,141120,False,28,185,GB,Rock
White Silver Sands,Bill Blacks Combo,boogie-woogie,159843,False,0,0,US,Blues
Devil Or Angel,Bobby Vee,"doo-wop, rock and roll",139440,False,7,183,US,Blues
Down By the Station,The Four Preps,"baroque pop, doo-wop",172066,False,19,181,US,Pop
Forever,The Little Dippers,Unknown,136373,False,1,181,Unknown,Unknown
Image Of A Girl,The Safaris,doo-wop,156720,False,0,164,GB,Blues
