Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country,Main Genre
Careless Whisper,George Michael,classical,300106,False,24,0,GB,Classical
Like a Virgin,Madonna,pop,218626,False,69,185,US,Pop
Wake Me Up Before You Go-Go,Wham!,christmas,231333,False,78,185,GB,Jazz
I Want to Know What Love Is - 1999 Remaster,Foreigner,"album rock, classic rock",304786,False,83,184,US,Rock
I Feel for You,Chaka Khan,disco,343400,False,59,184,US,R&B
Out of Touch - Video Mix,"Daryl Hall & John Oates, Arthur Baker","chicago house, soft rock",261933,False,37,185,"US, US",Electronic
Everybody Wants To Rule The World,Tears For Fears,"new wave, synthpop",251488,False,85,184,GB,Rock
Money for Nothing,Dire Straits,classic rock,506400,False,65,1,GB,Rock
Crazy for You,Madonna,pop,224320,False,61,145,US,Pop
Take on Me,a-ha,"new wave, synthpop",225280,False,85,184,NO,Rock
Every Time You Go Away,Paul Young,folk rock,324346,False,63,185,CA,Rock
Easy Lover,"Philip Bailey, Phil Collins",soft rock,305866,False,72,185,"US, GB",Rock
Can't Fight This Feeling,REO Speedwagon,"soft rock, album rock, classic rock",294773,False,73,182,US,Rock
We Built This City,Starship,rock,296080,False,74,184,US,Rock
The Power Of Love,Huey Lewis & The News,rock,234346,False,1,0,US,Rock
Don't You (Forget About Me),Simple Minds,new wave,263040,False,76,184,GB,Rock
Cherish - Single Version,Kool & The Gang,"funk, disco",234853,False,37,182,US,R&B
St. Elmos Fire (Man in Motion),John Parr,soundtrack,251800,False,62,184,US,Easy listening
"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Glenn Frey,rock,227800,False,63,184,US,Rock
We Are The World,U.S.A. For Africa,gospel,427333,False,67,185,US,R&B
Shout,Tears For Fears,"new wave, synthpop",393666,False,74,184,GB,Rock
Part-Time Lover,Stevie Wonder,"motown, soul",252560,False,70,179,US,R&B
Saving All My Love for You,Whitney Houston,contemporary r&b,237136,False,68,185,US,R&B
Heaven,Bryan Adams,rock,243360,False,81,183,CA,Rock
Everything She Wants,Wham!,christmas,302693,False,68,185,GB,Jazz
Cool It Now,New Edition,"quiet storm, new jack swing",347666,False,53,184,US,R&B
Miami Vice Theme,Jan Hammer,jazz fusion,147680,False,29,2,US,Jazz
Loverboy - Extended Mix,Billy Ocean,pop soul,488146,False,32,185,GB,R&B
Lovergirl,Teena Marie,"quiet storm, post-disco",290893,False,40,185,US,R&B
You Belong To The City,Glenn Frey,rock,352760,False,58,184,US,Rock
Oh Sheila,Ready For The World,"quiet storm, new jack swing",240093,False,53,184,US,R&B
Rhythm Of The Night,DeBarge,quiet storm,229106,False,63,184,US,R&B
One More Night - 2016 Remaster,Phil Collins,soft rock,288973,False,69,184,GB,Rock
