Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country
Believe,Cher,pop,239026,False,36,170,US
No Scrubs,TLC,contemporary r&b,214400,False,81,185,US
Angel Of Mine,Monica,r&b,250026,False,18,150,US
Heartbreak Hotel (feat. Faith Evans & Kelly Price),"Whitney Houston, Faith Evans, Kelly Price",r&b,281493,False,54,185,"US, US, US"
...Baby One More Time,Britney Spears,pop,211066,False,82,185,US
Kiss Me,Sixpence None The Richer,pop rock,208680,False,83,185,US
Genie in a Bottle,Christina Aguilera,pop,217573,False,0,0,US
Every Morning,Sugar Ray,jazz,221906,False,0,0,US
Nobody's Supposed to Be Here,Deborah Cox,2008 universal fire victim,262333,False,55,181,Unknown
Livin' la Vida Loca,Ricky Martin,"latin, latin pop",243466,False,0,0,PR
Where My Girls At,702,r&b,166693,False,61,184,US
If You Had My Love,Jennifer Lopez,pop,266000,False,0,0,US
Slide,The Goo Goo Dolls,alternative rock,212066,False,72,172,US
Have You Ever,Brandy,r&b,273440,False,62,184,US
I Want It That Way,Backstreet Boys,pop,213306,False,1,0,US
I'm Your Angel (with Céline Dion),"R. Kelly, Céline Dion","variété française, r&b",332066,False,50,185,"US, CA"
All Star,Smash Mouth,pop rock,200373,False,78,184,US
Angel,Sarah McLachlan,pop,270400,False,65,184,CA
Smooth (feat. Rob Thomas),"Santana, Rob Thomas","latin rock, orchestral",295986,False,47,185,"US, NO"
Unpretty,TLC,contemporary r&b,278066,False,61,185,US
"Bills, Bills, Bills",Destiny's Child,pop,256026,False,40,183,US
Save Tonight,Eagle-Eye Cherry,alternative rock,242733,False,72,78,SE
Last Kiss,Pearl Jam,"rock, grunge, post-grunge",195653,False,0,0,US
Fortunate,Maxwell,"smooth r&b, neo soul, quiet storm, r&b",301160,False,59,185,US
All I Have to Give,Backstreet Boys,pop,274626,False,60,183,US
Bailamos,Enrique Iglesias,"latin, latin pop",214066,False,55,182,ES
What's It Gonna Be?! (feat. Janet Jackson),"Busta Rhymes, Janet Jackson","new jack swing, east coast hip hop",324400,True,51,166,"US, US"
What It's Like,Everlast,blues,303133,True,0,0,US
Fly Away,Lenny Kravitz,rock,221332,False,21,182,US
Someday,Sugar Ray,jazz,242800,False,65,107,US
