Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country,Main Genre
Lose Control,Teddy Swims,alternative rock,210688,False,85,184,US,Rock
A Bar Song (Tipsy),Shaboozey,country,171291,False,58,185,US,Country
Beautiful Things,Benson Boone,pop,180304,False,85,184,US,Pop
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",country,178205,True,52,183,"US, US",Country
Lovin On Me,Jack Harlow,hip hop,138411,True,77,184,US,Hip Hop
Not Like Us,Kendrick Lamar,"west coast hip hop, hip hop",274192,True,92,183,US,Hip Hop
Espresso,Sabrina Carpenter,pop,175459,True,84,183,US,Pop
MILLION DOLLAR BABY,Tommy Richman,Unknown,155151,False,83,183,Unknown,Unknown
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves","red dirt, country",227195,False,81,184,"CA, US",Country
Too Sweet,Hozier,blues rock,251424,False,74,180,IE,Rock
Stick Season,Noah Kahan,folk pop,182346,False,51,183,US,Pop
Cruel Summer,Taylor Swift,pop,178426,False,84,184,US,Pop
greedy,Tate McRae,pop,129686,False,58,185,CA,Pop
Like That,"Future, Metro Boomin, Kendrick Lamar","west coast hip hop, rap, hip hop",267706,True,82,185,"US, US, US",Hip Hop
BIRDS OF A FEATHER,Billie Eilish,alternative pop,210373,False,93,183,US,Pop
Please Please Please,Sabrina Carpenter,pop,186365,True,80,182,US,Pop
Agora Hills,Doja Cat,hip hop,265360,True,72,185,US,Hip Hop
"Good Luck, Babe!",Chappell Roan,queer,218423,False,89,183,US,Unknown
Saturn,SZA,r&b,186191,False,77,185,US,R&B
Snooze,SZA,r&b,201800,True,84,185,US,R&B
Paint The Town Red,Doja Cat,hip hop,230480,True,56,185,US,Hip Hop
Fortnight (feat. Post Malone),"Taylor Swift, Post Malone","pop, hip hop",228965,False,69,183,"US, US",Pop
Fast Car,Luke Combs,country,265493,False,78,185,US,Country
Water,Tyla,afrobeats,200255,False,56,185,GB,R&B
Feather,Sabrina Carpenter,pop,185552,True,80,183,US,Pop
we can't be friends (wait for your love),Ariana Grande,pop,228639,False,77,183,US,Pop
Austin (Boots Stop Workin'),Dasha,country pop,171782,True,79,184,US,Pop
Last Night,Morgan Wallen,country,163854,True,75,183,US,Country
Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",country,181621,False,78,183,"US, US",Country
Pink Skies,Zach Bryan,"red dirt, country",194920,False,80,184,CA,Country
Thinkin’ Bout Me,Morgan Wallen,country,177387,False,76,183,US,Country
TEXAS HOLD 'EM,Beyoncé,pop,233456,True,71,185,US,Pop
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,pop,229477,False,70,183,US,Pop
Miles On It,"Marshmello, Kane Brown","edm, country, pop country",168355,False,76,185,"US, US",Electronic
I Can Do It With a Broken Heart,Taylor Swift,pop,218004,True,69,183,US,Pop
Wild Ones (feat. Jelly Roll),"Jessie Murph, Jelly Roll","country hip hop, country",141367,True,64,184,"Unknown, US",Hip Hop
Ain't No Love In Oklahoma,Luke Combs,country,210950,False,58,184,US,Country
CARNIVAL,"¥$, Kanye West, Ty Dolla $ign",rap,264324,True,74,0,"US, GB, US",Hip Hop
Houdini,Eminem,"rap, hip hop",227239,True,75,182,US,Hip Hop
Wanna Be (with Megan Thee Stallion),"GloRilla, Megan Thee Stallion","hip hop, hip hop",156444,True,69,183,"US, US",Hip Hop
Slow It Down,Benson Boone,pop,161831,False,82,184,US,Pop
redrum,21 Savage,trap,270697,True,78,185,US,Hip Hop
Houdini,Dua Lipa,pop,185917,False,79,181,GB,Pop
Yeah Glo!,GloRilla,hip hop,142702,True,71,183,US,Hip Hop
Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA","r&b, rap, hip hop",319191,True,75,183,"CA, US, US",R&B
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,alternative pop,222369,False,81,183,US,Pop
End of Beginning,Djo,psychedelic pop,159245,False,84,185,US,Pop
LUNCH,Billie Eilish,alternative pop,179586,False,81,183,US,Pop
Never Lose Me,Flo Milli,hip hop,125901,True,68,184,Unknown,Hip Hop
Lies Lies Lies,Morgan Wallen,country,198068,False,76,183,US,Country
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti","rap, rage rap",228266,True,79,185,"US, US, US, US",Hip Hop
Gata Only,"FloyyMenor, Cris Mj","reggaeton chileno, chilean trap, reggaeton, chilean mambo",222000,True,73,185,"Unknown, Unknown",Latin
HOT TO GO!,Chappell Roan,queer,184841,False,79,183,US,Unknown
All I Want for Christmas Is You,Mariah Carey,christmas,241106,False,74,185,US,Jazz
Get It Sexyy,Sexyy Red,hip hop,148551,True,66,185,US,Hip Hop
Made For Me,Muni Long,contemporary r&b,186090,False,65,183,US,R&B
vampire,Olivia Rodrigo,pop,219724,True,57,183,US,Pop
Whatever She Wants,Bryson Tiller,r&b,161342,True,73,184,US,R&B
Rockin' Around The Christmas Tree,Brenda Lee,christmas,126266,False,71,184,Unknown,Jazz
Pretty Little Poison,Warren Zeiders,country,218260,False,71,184,Unknown,Country
First Person Shooter (feat. J. Cole),"Drake, J. Cole","rap, hip hop",247444,True,70,183,"CA, GB",Hip Hop
Die With A Smile,"Lady Gaga, Bruno Mars","art pop, pop",251667,False,96,183,"US, US",Pop
i like the way you kiss me,Artemas,Unknown,142514,False,75,184,GB,Unknown
Need A Favor,Jelly Roll,"country hip hop, country",197400,False,70,185,US,Hip Hop
Save Me - with Lainey Wilson,"Jelly Roll, Lainey Wilson","country hip hop, country",237493,False,68,185,"US, US",Hip Hop
euphoria,Kendrick Lamar,"west coast hip hop, hip hop",383639,True,77,183,US,Hip Hop
TRUCK BED,HARDY,"country rock, country",167534,True,71,185,FR,Rock
Jingle Bell Rock,Bobby Helms,christmas,130973,False,69,184,US,Jazz
Flowers,Miley Cyrus,pop,200600,False,83,185,US,Pop
Where the Wild Things Are,Luke Combs,country,239533,False,78,185,US,Country
Everybody (feat. Lil Uzi Vert),"Nicki Minaj, Lil Uzi Vert",melodic rap,180869,True,62,183,"US, US",Hip Hop
La Diabla,Xavi,"banda, sad sierreño, corridos bélicos, corrido, música mexicana, corridos tumbados",172264,False,71,185,Unknown,Latin
Stargazing,Myles Smith,indie folk,172533,False,82,185,US,Folk/Acoustic
Last Christmas - Single Version,Wham!,christmas,264960,False,30,185,GB,Jazz
I Am Not Okay,Jelly Roll,"country hip hop, country",198066,False,43,183,US,Hip Hop
Pour Me A Drink (Feat. Blake Shelton),"Post Malone, Blake Shelton",country,195122,False,51,183,"US, US",Country
White Horse,Chris Stapleton,country,267893,False,72,183,US,Country
Lil Boo Thang,Paul Russell,pop,114233,False,72,185,GB,Pop
Good Good,"USHER, 21 Savage, Summer Walker",r&b,247100,True,54,185,"US, US, US",R&B
act ii: date @ 8 (feat. Drake) - remix,"4batz, Drake","rap, hip hop",231338,True,67,185,"Unknown, CA",Hip Hop
