,Artist,Count
407,Johnny Hates Jazz,1
433,Tom Lord-Alge,1
408,Bobby McFerrin,1
409,UB40,1
410,Patrick Swayze,1
411,Wendy Fraser,1
413,Pete Hammond,1
395,Bruce Willis,1
414,David Cole,1
415,Kylie Minogue,1
416,Dusty Springfield,1
417,Information Society,1
418,Michael Hutchinson,1
419,Francois Kevorkian,1
420,Roger,1
431,Brenda K. Starr,1
422,Pretty Poison,1
423,Keith Sweat,1
430,Al B. Sure!,1
429,Paul Carrack,1
425,Tracy Chapman,1
396,Breakfast Club,1
394,Glenn Medeiros,1
26,Robbie Dupree,1
380,Siedah Garrett,1
447,Bad English,1
24,Teri DeSario,1
370,Billy Vera & The Beaters,1
371,Chris de Burgh,1
22,The Manhattans,1
426,ICEHOUSE,1
4,Captain & Tennille,1
373,Bill Medley,1
374,Amy Grant,1
375,Club Nouveau,1
377,T'Pau,1
378,The Georgia Satellites,1
21,Syreeta,1
381,Suzanne Vega,1
393,Lou Gramm,1
20,Billy Preston,1
441,Warrant,1
383,Kenny G,1
384,Europe,1
385,The System,1
440,Gloria Estefan,1
439,Boy Meets Girl,1
387,Dan Hill,1
388,Vonda Shepard,1
389,Swing Out Sister,1
390,Ben E. King,1
391,Levert,1
392,The Whispers,1
445,Martika,1
294,Marilyn Martin,1
323,Nu Shooz,1
192,Michael Martin Murphey,1
78,Supertramp,1
184,A Flock Of Seagulls,1
183,America,1
181,Quincy Jones,1
180,Karla Bonoff,1
85,The Charlie Daniels Band,1
178,Stills & Nash,1
177,Crosby,1
176,Louis Clark,1
175,Royal Philharmonic Orchestra,1
171,Lindsey Buckingham,1
170,Buckner & Garcia,1
167,Charlene,1
92,Mike Post,1
162,The Motels,1
74,Mickey Gilley,1
194,Bonnie Tyler,1
160,Dazz Band,1
195,Patti Austin,1
212,After The Fire,1
210,Joe Cocker,1
209,Thomas Dolby,1
208,Eddy Grant,1
207,Frida,1
206,Golden Earring,1
69,Carole King,1
203,Sérgio Mendes,1
202,Dexys Midnight Runners,1
201,Crystal Gayle,1
70,Neil Sedaka,1
71,Dara Sedaka,1
72,Charlie Dore,1
73,Peaches & Herb,1
196,Michael Sembello,1
93,Larry Carlton,1
97,Raydio,1
214,Marvin Gaye,1
137,Pablo Cruise,1
135,Stanley Clarke,1
131,Steely Dan,1
105,Stars On 45,1
106,The Oak Ridge Boys,1
127,Delbert McClinton,1
125,Gary U.S. Bonds,1
108,Gino Vannelli,1
109,The Manhattan Transfer,1
122,Dottie West,1
121,Tierra,1
120,Leo Sayer,1
119,Terri Gibbs,1
118,Franke & The Knockouts,1
112,Don McLean,1
113,Marty Balin,1
136,George Duke,1
138,Electric Light Orchestra,1
157,Melissa Manchester,1
139,John Schneider,1
156,Bertie Higgins,1
155,Tommy Tutone,1
98,Grover Washington,1
152,Vangelis,1
151,Soft Cell,1
99,Jr.,1
149,Steve Miller Band,1
100,Bill Withers,1
102,Climax Blues Band,1
103,A Taste Of Honey,1
144,Rosanne Cash,1
143,Gary Wright,1
142,DEVO,1
104,ABBA,1
140,Santana,1
213,Taco,1
215,Men Without Hats,1
318,Carl Anderson,1
292,Jack Wagner,1
288,Teena Marie,1
287,Jan Hammer,1
284,U.S.A. For Africa,1
282,John Parr,1
53,JD Souther,1
279,Philip Bailey,1
278,Paul Young,1
277,a-ha,1
274,Arthur Baker,1
273,Chaka Khan,1
55,Maurice Gibb,1
56,Robin Gibb,1
270,Peter Schilling,1
269,John Cafferty & the Beaver Brown Band,1
268,Christine McVie,1
290,The Honeydrippers,1
295,Murray Head,1
266,Ollie & Jerry,1
48,Rocky Burnette,1
317,Gloria Loring,1
315,Eric 'ET' Thorngren,1
46,The Brothers Johnson,1
313,Eddie Murphy,1
311,Patti LaBelle,1
310,Klymaxx,1
309,Gladys Knight,1
308,The Time,1
306,Ashford & Simpson,1
305,The Power Station,1
303,Katrina & The Waves,1
301,'Til Tuesday,1
300,Mary Jane Girls,1
298,Harold Faltermeyer,1
297,Animotion,1
267,Ratt,1
263,Tracey Ullman,1
216,Toni Basil,1
238,Yes,1
235,Stephen Bishop,1
234,Frank Stallone,1
233,Spandau Ballet,1
232,Musical Youth,1
230,Moving Pictures,1
228,Sammy Hagar,1
65,Benny Mardones,1
66,Pure Prairie League,1
225,The Kinks,1
224,The Tubes,1
223,Madness,1
222,The Clash,1
221,Adam Ant,1
220,Kajagoogoo,1
68,Nitty Gritty Dirt Band,1
1,Pink Floyd,1
239,John Waite,1
262,Quiet Riot,1
241,The Romantics,1
261,Mick Jagger,1
260,The Jacksons,1
257,Mike Reno,1
58,Pete Townshend,1
255,Julio Iglesias,1
254,Shannon,1
253,Patty Smyth,1
252,Scandal,1
59,Steve Forbert,1
248,Steve Perry,1
246,Dan Hartman,1
245,Nena,1
244,Matthew Wilder,1
243,Rockwell,1
61,Isaac Hayes,1
474,Caron Wheeler,1
