,Genre,Main Genre
5150,latin soundtrack,Easy listening
5151,musica colombiana instrumental,Easy listening
5152,light music,Easy listening
5153,lesen,Easy listening
5154,brass ensemble,Easy listening
5155,accordeon,Easy listening
5156,man's orchestra,Easy listening
5157,covertrance,Easy listening
5158,tin pan alley,Easy listening
5159,stubenmusik,Easy listening
5160,ringtone,Easy listening
5161,pops orchestra,Easy listening
5162,vocal harmony group,Easy listening
5163,andean flute,Easy listening
5164,trad jazz catala,Easy listening
5165,instrumental surf,Easy listening
5166,show tunes,Easy listening
5167,euphonium,Easy listening
5168,harlem renaissance,Easy listening
5169,horror synth,Easy listening
5170,hula,Easy listening
5171,indonesian emo,Easy listening
5172,jazz trombone,Easy listening
5173,salon music,Easy listening
5174,band organ,Easy listening
5175,drama,Easy listening
5176,spytrack,Easy listening
5177,volkstumliche musik,Easy listening
5178,animal singing,Easy listening
5179,dixieland,Easy listening
5180,vintage chanson,Easy listening
5181,deutsch disney,Easy listening
5182,vintage schlager,Easy listening
5183,deep surf music,Easy listening
5184,canadian comedy,Easy listening
5185,modern big band,Easy listening
5186,canadian children's music,Easy listening
5187,modern swing,Easy listening
5188,british dance band,Easy listening
5189,moog,Easy listening
5190,blaskapelle,Easy listening
5191,deep eurodance,Easy listening
5192,sesame street,Easy listening
5193,deep adult standards,Easy listening
5194,ballroom,Easy listening
5195,swing revival,Easy listening
5196,stride,Easy listening
5197,west end,Easy listening
5198,arpa paraguaya,Easy listening
5199,musique pour enfant quebecois,Easy listening
5200,tanzorchester,Easy listening
5201,comedienne,Easy listening
5202,classic girl group,Easy listening
5203,oktoberfest,Easy listening
5204,vintage broadway,Easy listening
5205,old west,Easy listening
5206,vintage hawaiian,Easy listening
5207,oratory,Easy listening
5208,alpine yodeling,Easy listening
5209,children's choir,Easy listening
5210,vintage swing,Easy listening
5211,italian mandolin,Easy listening
5212,volksmusik,Easy listening
5213,japanese soundtrack,Easy listening
5214,waiata mo tamariki,Easy listening
5215,jazz clarinet,Easy listening
5216,zither,Easy listening
5217,jazz orchestra,Easy listening
5218,New age,New age
5219,new age,New age
5220,rain,New age
5221,color noise,New age
5222,lullaby,New age
5223,background piano,New age
5224,calming instrumental,New age
5225,instrumental lullaby,New age
5226,bhajan,New age
5227,healing hz,New age
5228,sleep,New age
5229,background music,New age
5230,binaural,New age
5231,ocean,New age
5232,batak,New age
5233,environmental,New age
5234,high vibe,New age
5235,focus,New age
5236,christmas instrumental,New age
5237,kleine hoerspiel,New age
5238,instrumental worship,New age
5239,shamanic,New age
5240,polish alternative,New age
5241,chill guitar,New age
5242,water,New age
5243,piano cover,New age
5244,kindermusik,New age
5245,glitch,New age
5246,sound,New age
5247,atmosphere,New age
5248,classify,New age
5249,ebm,New age
5250,chill beats,New age
5251,asmr,New age
5252,pianissimo,New age
5253,musica de fondo,New age
5254,hoerspiel,New age
5255,acoustic guitar cover,New age
5256,singing bowl,New age
5257,new age piano,New age
5258,pop violin,New age
5259,japanese instrumental,New age
5260,music box,New age
5261,world devotional,New age
5262,shush,New age
5263,solfeggio product,New age
5264,meditation,New age
5265,indie game soundtrack,New age
5266,instrumental acoustic guitar,New age
5267,dub techno,New age
5268,handpan,New age
5269,brain waves,New age
5270,lds,New age
5271,indian lo-fi,New age
5272,piano worship,New age
5273,healing,New age
5274,vgm instrumental,New age
5275,musique pour enfants,New age
5276,528hz,New age
5277,lds instrumental,New age
5278,chill out,New age
5279,pet calming,New age
5280,guided meditation,New age
5281,tone,New age
5282,fingerstyle,New age
5283,world chill,New age
5284,kundalini,New age
5285,birdsong,New age
5286,sound effects,New age
5287,relaxative,New age
5288,8d,New age
5289,rome indie,New age
5290,subliminal product,New age
5291,432hz,New age
5292,musicas espiritas,New age
5293,motivation,New age
5294,chant religieux,New age
5295,psalmen,New age
5296,synthesizer,New age
5297,zen,New age
5298,georgian alternative,New age
5299,tibetan mantra,New age
5300,therapy,New age
5301,chakra,New age
5302,reiki,New age
5303,spa,New age
5304,hindustani instrumental,New age
5305,hauntology,New age
5306,leipzig indie,New age
5307,massage,New age
5308,yoga,New age
5309,deep sunset lounge,New age
5310,new isolationism,New age
5311,african experimental,New age
5312,gamelan,New age
5313,experimental dub,New age
5314,ambient techno,New age
5315,illbient,New age
5316,drift,New age
5317,dronescape,New age
5318,dutch experimental,New age
5319,indonesian experimental,New age
5320,erotica,New age
5321,ethereal gothic,New age
5322,indian fusion,New age
5323,paracana,New age
5324,bulgarian experimental,New age
5325,intelligent dance music,New age
5326,sarod,New age
5327,iranian experimental,New age
5328,ambient industrial,New age
5329,irish experimental,New age
5330,string duo,New age
5331,italian experimental,New age
5332,experimental synth,New age
5333,italian gothic,New age
5334,whale song,New age
5335,italian industrial,New age
5336,goralski,New age
5337,italian occult psychedelia,New age
5338,nu age,New age
5339,japanese experimental,New age
5340,field recording,New age
5341,japanese idm,New age
5342,pilates,New age
5343,dresden indie,New age
5344,rennes indie,New age
5345,japanese piano,New age
5346,australian experimental,New age
5347,kapa haka,New age
5348,ambient synth,New age
5349,kinderchor,New age
5350,sound collage,New age
5351,kinderliedjies,New age
5352,spanish experimental,New age
5353,dhrupad,New age
5354,swedish experimental,New age
5355,kingston on indie,New age
5356,tassie indie,New age
5357,korean experimental,New age
5358,hare krishna,New age
5359,korean instrumental,New age
5360,abstractro,New age
5361,koto,New age
5362,abstract,New age
5363,deep freestyle,New age
5364,fourth world,New age
5365,dark electro,New age
5366,new england experimental,New age
5367,danish experimental,New age
5368,ninja,New age
5369,polish experimental,New age
5370,chalga,New age
5371,portuguese experimental,New age
5372,peruvian experimental,New age
5373,progressive breaks,New age
5374,canadian experimental,New age
5375,psychill,New age
5376,british experimental,New age
5377,ethereal wave,New age
5378,berlin school,New age
5379,hypnosis,New age
5380,belgian singer-songwriter,New age
5381,lowercase,New age
5382,post-punk brasileiro,New age
5383,corrosion,New age
5384,glitch beats,New age
5385,macedonian indie,New age
5386,belgian experimental,New age
5387,malmo indie,New age
5388,batida,New age
5389,mandible,New age
5390,bansuri,New age
5391,martial industrial,New age
5392,shakuhachi,New age
5393,coral gospel,New age
5394,ambient worship,New age
5395,men's choir,New age
5396,slc indie,New age
5397,mexican experimental,New age
5398,ambient psychill,New age
5399,mexican techno,New age
5400,sound art,New age
5401,mindfulness,New age
5402,ambient idm,New age
5403,minimal synth,New age
5404,spacewave,New age
5405,modern cello,New age
5406,steampunk,New age
5407,modern electroacoustic,New age
5408,ambient fusion,New age
5409,modern goth,New age
5410,swiss experimental,New age
5411,modular synth,New age
5412,taiwan experimental,New age
5413,ambient dub techno,New age
5414,thai instrumental,New age
5415,ukrainian experimental,New age
5416,gotico brasileiro,New age
5417,finnish experimental,New age
5418,turkish experimental,New age
5419,commons,New age
5420,umea indie,New age
5421,circus,New age
5422,warm drone,New age
5423,musica madeirense,New age
5424,welsh choir,New age
5425,glass,New age
5426,abstract idm,New age
5427,chill-out trance,New age
5428,world meditation,New age
5429,native american,New age
5430,neue deutsche todeskunst,New age
5431,gregorian dance,New age
5432,Traditional music,Traditional music
5433,traditional music,Traditional music
5434,harana,Traditional music
5435,afrobeat,Traditional music
5436,afroswing,Traditional music
5437,bhangra,Traditional music
5438,dancehall,Traditional music
5439,alte,Traditional music
5440,afro adura,Traditional music
5441,sufi,Traditional music
5442,azonto,Traditional music
5443,canzone napoletana,Traditional music
5444,ghazal,Traditional music
5445,karadeniz folk,Traditional music
5446,gqom,Traditional music
5447,hiplife,Traditional music
5448,celtic,Traditional music
5449,laiko,Traditional music
5450,qawwali,Traditional music
5451,african gospel,Traditional music
5452,enka,Traditional music
5453,moroccan chaabi,Traditional music
5454,entehno,Traditional music
5455,bongo flava,Traditional music
5456,gengetone,Traditional music
5457,highlife,Traditional music
5458,gnawa,Traditional music
5459,kirtan,Traditional music
5460,narodna muzika,Traditional music
5461,asakaa,Traditional music
5462,barnemusikk,Traditional music
5463,maskandi,Traditional music
5464,world fusion,Traditional music
5465,algerian chaabi,Traditional music
5466,sevdah,Traditional music
5467,native american flute,Traditional music
5468,native american traditional,Traditional music
5469,russian chanson,Traditional music
5470,punta,Traditional music
5471,fuji,Traditional music
5472,indian instrumental,Traditional music
5473,kwaito,Traditional music
5474,classic bollywood,Traditional music
5475,italian alternative,Traditional music
5476,turkish instrumental,Traditional music
5477,football,Traditional music
5478,arab alternative,Traditional music
5479,new tribe,Traditional music
5480,bard,Traditional music
5481,nasheed,Traditional music
5482,barnsagor,Traditional music
5483,mbalax,Traditional music
5484,poezja spiewana,Traditional music
5485,rosary,Traditional music
5486,french worship,Traditional music
5487,musikkorps,Traditional music
5488,ilahiler,Traditional music
5489,rap ivoire,Traditional music
5490,anthem,Traditional music
5491,musique militaire,Traditional music
5492,scottish singer-songwriter,Traditional music
5493,persian alternative,Traditional music
5494,swedish dancehall,Traditional music
5495,south african alternative,Traditional music
5496,kora,Traditional music
5497,israeli singer-songwriter,Traditional music
5498,finnish indie,Traditional music
5499,harp,Traditional music
5500,zouglou,Traditional music
5501,griot,Traditional music
5502,waiata maori,Traditional music
5503,zimdancehall,Traditional music
5504,svensk lovsang,Traditional music
5505,throat singing,Traditional music
5506,ilahije,Traditional music
5507,musiikkia lapsille,Traditional music
5508,coupe-decale,Traditional music
5509,greek indie,Traditional music
5510,musica portuguesa contemporanea,Traditional music
5511,oud,Traditional music
5512,didgeridoo,Traditional music
5513,sega,Traditional music
5514,lebanese indie,Traditional music
5515,chinese traditional,Traditional music
5516,klezmer,Traditional music
5517,norske viser,Traditional music
5518,wassoulou,Traditional music
5519,sami,Traditional music
5520,russian romance,Traditional music
5521,rap malien,Traditional music
5522,maloya,Traditional music
5523,powwow,Traditional music
5524,musica mocambicana,Traditional music
5525,norwegian americana,Traditional music
5526,afro-cuban traditional,Traditional music
5527,makossa,Traditional music
5528,native american spiritual,Traditional music
5529,ecuadorian indie,Traditional music
5530,african percussion,Traditional music
5531,musica cabo-verdiana,Traditional music
5532,persian neo-traditional,Traditional music
5533,yoik,Traditional music
5534,bagpipe marching band,Traditional music
5535,tamazight,Traditional music
5536,american oi,Traditional music
5537,african reggae,Traditional music
5538,morna,Traditional music
5539,persian traditional,Traditional music
5540,musiikkia lapista,Traditional music
5541,tamburica,Traditional music
5542,musica brasiliense,Traditional music
5543,naija worship,Traditional music
5544,gaita,Traditional music
5545,afro dancehall,Traditional music
5546,salzburg indie,Traditional music
5547,south african pop dance,Traditional music
5548,palestinian traditional,Traditional music
5549,rabindra sangeet,Traditional music
5550,gypsy,Traditional music
5551,haitian traditional,Traditional music
5552,dalarna indie,Traditional music
5553,gumbe,Traditional music
5554,greek swing,Traditional music
5555,deep downtempo fusion,Traditional music
5556,greek clarinet,Traditional music
5557,ndombolo,Traditional music
5558,hammered dulcimer,Traditional music
5559,nouvelle chanson francaise,Traditional music
5560,czsk reggae,Traditional music
5561,polca paraguaya,Traditional music
5562,hardingfele,Traditional music
5563,balafon,Traditional music
5564,harmonikka,Traditional music
5565,senegalese traditional,Traditional music
5566,cruise,Traditional music
5567,swahili gospel,Traditional music
5568,congolese gospel,Traditional music
5569,traditional irish singing,Traditional music
5570,concertina,Traditional music
5571,musique traditionnelle comorienne,Traditional music
5572,hungarian punk,Traditional music
5573,bothy ballad,Traditional music
5574,icelandic traditional,Traditional music
5575,nisiotika,Traditional music
5576,igbo traditional,Traditional music
5577,old school highlife,Traditional music
5578,igbo worship,Traditional music
5579,ghanaian alternative,Traditional music
5580,comptine africaine,Traditional music
5581,polyphony,Traditional music
5582,coco,Traditional music
5583,rebetiko,Traditional music
5584,classic opm,Traditional music
5585,russian reggae,Traditional music
5586,indie curitibano,Traditional music
5587,detskie pesni,Traditional music
5588,indie paraense,Traditional music
5589,soukous,Traditional music
5590,indonesian bamboo,Traditional music
5591,sungura,Traditional music
5592,indonesian indigenous traditional,Traditional music
5593,swedish punk,Traditional music
5594,inuit traditional,Traditional music
5595,thai traditional,Traditional music
5596,irish accordion,Traditional music
5597,dub brasileiro,Traditional music
5598,irish ballad,Traditional music
5599,french oi,Traditional music
5600,irish banjo,Traditional music
5601,naat,Traditional music
5602,irish dance,Traditional music
5603,bouzouki,Traditional music
5604,irish fiddle,Traditional music
5605,borneo traditional,Traditional music
5606,irish flute,Traditional music
5607,boom bap brasileiro,Traditional music
5608,irish neo-traditional,Traditional music
5609,folklore paraguayo,Traditional music
5610,irish pub song,Traditional music
5611,nyahbinghi,Traditional music
5612,irish rebel song,Traditional music
5613,oulu indie,Traditional music
5614,isle of man indie,Traditional music
5615,belo horizonte indie,Traditional music
5616,classic afrobeat,Traditional music
5617,pinoy traditional,Traditional music
5618,israeli traditional,Traditional music
5619,polynesian traditional,Traditional music
5620,chutney,Traditional music
5621,bangladeshi indie,Traditional music
5622,japanese traditional,Traditional music
5623,balinese traditional,Traditional music
5624,javanese dangdut,Traditional music
5625,reggae maghreb,Traditional music
5626,jaw harp,Traditional music
5627,bahai,Traditional music
5628,jig and reel,Traditional music
5629,rwandan traditional,Traditional music
5630,juju,Traditional music
5631,santur,Traditional music
5632,kaba gaida,Traditional music
5633,azeri traditional,Traditional music
5634,kantele,Traditional music
5635,shanty,Traditional music
5636,christian afrobeat,Traditional music
5637,south african choral,Traditional music
5638,kazakh traditional,Traditional music
5639,sufi chant,Traditional music
5640,kenyan alternative,Traditional music
5641,alphorn,Traditional music
5642,kenyan traditional,Traditional music
5643,afro-funk,Traditional music
5644,chimurenga,Traditional music
5645,tahitian traditional,Traditional music
5646,chennai indie,Traditional music
5647,tanzanian traditional,Traditional music
5648,kolkata indie,Traditional music
5649,tibetan traditional,Traditional music
5650,komedi,Traditional music
5651,trekkspill,Traditional music
5652,channel islands indie,Traditional music
5653,vietnamese traditional,Traditional music
5654,korean traditional,Traditional music
5655,world,Traditional music
5656,kritika,Traditional music
5657,musique touareg,Traditional music
5658,chaabi algerien,Traditional music
5659,musique traditionnelle congolaise,Traditional music
5660,kyrgyz traditional,Traditional music
5661,naija old school,Traditional music
5662,celtic punk,Traditional music
5663,brasilia indie,Traditional music
5664,lao traditional,Traditional music
5665,native american contemporary,Traditional music
5666,celtic harp,Traditional music
5667,folklore quebecois,Traditional music
5668,lesotho traditional,Traditional music
5669,navajo,Traditional music
5670,fremantle indie,Traditional music
5671,neo kyma,Traditional music
5672,malaysian traditional,Traditional music
5673,ngoni,Traditional music
5674,malian traditional,Traditional music
5675,bikutsi,Traditional music
5676,ceilidh,Traditional music
5677,norwegian singer-songwriter,Traditional music
5678,canzone d'autore,Traditional music
5679,nubian traditional,Traditional music
5680,mantra,Traditional music
5681,nyckelharpa,Traditional music
5682,maracatu,Traditional music
5683,benga,Traditional music
5684,marathi traditional,Traditional music
5685,paidika tragoudia,Traditional music
5686,marrabenta,Traditional music
5687,papuan traditional,Traditional music
5688,cantonese traditional,Traditional music
5689,folk siciliana,Traditional music
5690,candomble,Traditional music
5691,pibroch,Traditional music
5692,mbira,Traditional music
5693,batswana traditional,Traditional music
5694,mevlevi sufi,Traditional music
5695,police band,Traditional music
5696,mexican traditional,Traditional music
5697,polyphonies corses,Traditional music
5698,middle eastern traditional,Traditional music
5699,folclore portugues,Traditional music
5700,min'yo,Traditional music
5701,bandura,Traditional music
5702,modern bollywood,Traditional music
5703,rap baiano,Traditional music
5704,modern reggae,Traditional music
5705,balalaika,Traditional music
5706,moorish traditional,Traditional music
5707,reggae gaucho,Traditional music
5708,ghanaian gospel,Traditional music
5709,reggae tuga,Traditional music
5710,canadian celtic,Traditional music
5711,rumba congolaise,Traditional music
5712,moroccan traditional,Traditional music
5713,russian choir,Traditional music
5714,musica afroperuana,Traditional music
5715,duduk,Traditional music
5716,musica blumenauense,Traditional music
5717,ryukoka,Traditional music
5718,scottish fiddle,Traditional music
5719,bagpipe,Traditional music
5720,scottish smallpipe,Traditional music
5721,scottish americana,Traditional music
5722,djembe,Traditional music
5723,azontobeats,Traditional music
5724,ethiopian traditional,Traditional music
5725,sean-nos singing,Traditional music
5726,musica campineira,Traditional music
5727,semba,Traditional music
5728,musica caririense,Traditional music
5729,arizona punk,Traditional music
5730,musica eletronica brasileira,Traditional music
5731,sindhi,Traditional music
5732,musica folk asturiana,Traditional music
5733,antilliaanse folklore,Traditional music
5734,musica indigena brasileira,Traditional music
5735,south african gospel,Traditional music
5736,musica indigena mexicana,Traditional music
5737,galway indie,Traditional music
5738,musica lombarda,Traditional music
5739,sundanese traditional,Traditional music
5740,folkmusik,Traditional music
5741,suomisaundi,Traditional music
5742,musica mogiana,Traditional music
5743,svensk progg,Traditional music
5744,musica paranaense,Traditional music
5745,swazi traditional,Traditional music
5746,musica pernambucana,Traditional music
5747,swedish fiddle,Traditional music
5748,musica piemonteisa,Traditional music
5749,syro-aramaic chant,Traditional music
5750,burundian traditional,Traditional music
5751,tajik traditional,Traditional music
5752,musica prehispanica,Traditional music
5753,musica valenciana,Traditional music
5754,trinidadian reggae,Traditional music
5755,tar,Traditional music
5756,tuareg guitar,Traditional music
5757,finnish reggae,Traditional music
5758,ugandan traditional,Traditional music
5759,trad quebecois,Traditional music
5760,uk dancehall,Traditional music
5761,trallalero,Traditional music
5762,veena,Traditional music
5763,trikiti,Traditional music
5764,ghanaian traditional,Traditional music
5765,trondheim indie,Traditional music
5766,burmese traditional,Traditional music
5767,afro psych,Traditional music
5768,burkinabe traditional,Traditional music
5769,uilleann pipes,Traditional music
5770,world worship,Traditional music
5771,uzbek traditional,Traditional music
5772,yemeni traditional,Traditional music
5773,via,Traditional music
5774,yunnan traditional,Traditional music
5775,visor,Traditional music
5776,zim gospel,Traditional music
5777,finnish new wave,Traditional music
5778,musique soninke,Traditional music
5779,musique mandingue,Traditional music
5780,egyptian traditional,Traditional music
5781,xhosa,Traditional music
5782,musique mauritanienne,Traditional music
5783,brazilian reggae,Traditional music
5784,musique nigerienne,Traditional music
5785,zilizopendwa,Traditional music
5786,musique peule,Traditional music
5787,zim urban groove,Traditional music
5788,filmi,Traditional music
5789,manila sound,Traditional music
5790,afghan traditional,Traditional music
