,Artist,Count
430,John Travolta,3
48,The Hollies,3
17,Sly & The Family Stone,3
331,Eric Clapton,3
11,Ray Stevens,3
67,Elvis Presley,3
16,Tony Orlando & Dawn,3
7,Rare Earth,3
244,The Isley Brothers,3
264,Eddie Kendricks,3
8,The Beatles,3
2,The Guess Who,3
469,Bob Seger,3
321,Chaka Khan,3
465,Shaun Cassidy,3
320,Rufus & Chaka Khan,3
231,Harry Chapin,2
484,Al Stewart,2
165,The Doors,2
234,Todd Rundgren,2
444,Rita Coolidge,2
415,Aerosmith,2
435,Parliament,2
283,Bette Midler,2
442,Kenny Nolan,2
238,Jackson Browne,2
440,The Emotions,2
413,Boz Scaggs,2
495,Billy Joel,2
482,Supertramp,2
158,The Who,2
491,Player,2
437,KISS,2
448,Pablo Cruise,2
471,Kansas,2
169,The 5th Dimension,2
276,Johnnie Taylor,2
422,The Beach Boys,2
188,Robert John,2
195,The Main Ingredient,2
186,The Staple Singers,2
286,Johnny Rivers,2
463,The Jacksons,2
462,Atlanta Rhythm Section,2
425,George Benson,2
460,Natalie Cole,2
208,Johnny Nash,2
212,Donna Fargo,2
215,Donny Hathaway,2
421,The Brothers Johnson,2
451,Rose Royce,2
177,Mac Davis,2
176,Joe Tex,2
174,Harry Nilsson,2
254,The Edgar Winter Group,2
268,Seals and Crofts,2
173,Don McLean,2
431,Jefferson Starship,2
227,Redbone,2
228,Curtis Mayfield,2
0,Simon & Garfunkel,2
299,The Three Degrees,2
245,Dawn,2
349,Average White Band,2
525,Robert Palmer,2
527,Bob Welch,2
90,The New Seekers,2
570,G.Q.,2
86,Crosby,2
392,Gary Wright,2
84,Tom Jones,2
317,Marvin Hamlisch,2
29,Bobby Sherman,2
536,Alicia Bridges,2
30,Sugarloaf,2
372,Bad Company,2
74,Joe Cocker,2
26,Terry Jacks,2
373,Orleans,2
72,Ike & Tina Turner,2
374,Gloria Gaynor,2
542,Peaches & Herb,2
543,Village People,2
326,Bachman-Turner Overdrive,2
340,Freddy Fender,2
557,Sister Sledge,2
50,Badfinger,2
51,Charles Wright & The Watts 103rd Street Rhythm Band,2
333,Marie Osmond,2
56,Four Tops,2
396,Silver Convention,2
105,Honey Cone,2
107,Cornelius Brothers & Sister Rose,2
246,Tony Orlando,2
9,Freda Payne,2
143,Lobo,2
365,Melissa Manchester,2
358,10cc,2
293,The Pointer Sisters,2
139,The Partridge Family,2
136,The Dramatics,2
506,Raydio,2
132,Joe Frank & Reynolds,2
131,Hamilton,2
127,Gordon Lightfoot,2
124,George Harrison,2
404,Maxine Nightingale,2
122,Jerry Reed,2
400,England Dan & John Ford Coley,2
368,B.T. Express,2
21,Melanie,2
300,Kool & The Gang,2
114,Linda McCartney,2
380,Tavares,2
401,Hot Chocolate,2
432,Foghat,1
367,Ace,1
366,Phoebe Snow,1
436,Larry Groce,1
434,Candi Staton,1
370,Carol Douglas,1
429,Teddy Pendergrass,1
433,David Ruffin,1
379,Larry Carlton,1
378,Mike Post,1
364,The Blackbyrds,1
375,Donny & Marie Osmond,1
409,Vicki Sue Robinson,1
428,Harold Melvin & The Blue Notes,1
395,Starland Vocal Band,1
410,Eric Carmen,1
407,Starbuck,1
406,Lou Rawls,1
412,Henry Gross,1
405,Rhythm Heritage,1
402,Nazareth,1
417,Cliff Richard,1
398,Dorothy Moore,1
397,Andrea True Connection,1
418,Elvin Bishop,1
419,C.W. McCall,1
420,John Sebastian,1
393,Walter Murphy,1
381,Jethro Tull,1
391,The Miracles,1
390,The Manhattans,1
389,Wild Cherry,1
388,Frankie Valli & The Four Seasons,1
408,The Bellamy Brothers,1
387,Kiki Dee,1
386,Sir Monti Rock III,1
385,Disco Tex & His Sex-O-Lettes,1
384,Amazing Rhythm Aces,1
383,Dwight Twilley Band,1
426,Silver,1
427,Keith Carradine,1
424,Wing and a Prayer Fife and Drum Corps.,1
476,Ronnie Milsap,1
438,Thin Lizzy,1
551,Cheap Trick,1
549,Chris Norman,1
548,Suzi Quatro,1
547,Amii Stewart,1
546,Blondie,1
545,David Naughton,1
544,Anita Ward,1
541,The Knack,1
540,Eruption,1
539,Boston,1
538,Odyssey,1
537,High Inergy,1
535,Joe Walsh,1
534,Foxy,1
533,Chris Rea,1
532,Stevie Nicks,1
531,Kenny Loggins,1
530,Michael Johnson,1
529,Santa Esmeralda,1
528,LeBlanc And Carr,1
526,Rick James,1
524,Patti Smith,1
523,Crystal Gayle,1
522,Lynyrd Skynyrd,1
521,Eddie Money,1
519,"Evelyn ""Champagne"" King",1
550,Randy VanWarmer,1
552,Leif Garrett,1
517,L.T.D.,1
553,Brooklyn Dreams,1
580,Nigel Olsson,1
579,Van Halen,1
578,Sheena Easton,1
577,Instant Funk,1
576,The Babys,1
575,Rex Smith,1
574,Eddie Rabbitt,1
573,Ambrosia,1
572,Roger Voudouris,1
571,Herb Alpert,1
569,Gino Vannelli,1
568,Iain Matthews,1
567,Patrick Hernandez,1
566,Cheryl Lynn,1
565,McFadden & Whitehead,1
564,Rickie Lee Jones,1
563,Dire Straits,1
562,Ace Frehley,1
561,Bobby Caldwell,1
560,John Stewart,1
559,The Charlie Daniels Band,1
558,Frank Mills,1
556,TOTO,1
555,Bonnie Pointer,1
554,Nicolette Larson,1
518,Dolly Parton,1
516,The Trammps,1
441,Hot,1
480,The Floaters,1
478,Dean Friedman,1
477,Sanford Townsend Band,1
475,Burton Cummings,1
474,Engelbert Humperdinck,1
473,Ritchie Adams,1
472,Alan Bernstein,1
470,The Marshall Tucker Band,1
468,Heart,1
467,Andrew Gold,1
466,Stills & Nash,1
464,Brick,1
461,Manfred Mann's Earth Band,1
459,Jennifer Warnes,1
458,Climax Blues Band,1
456,Stephen Bishop,1
455,David Soul,1
454,Jr.,1
453,Billy Davis,1
452,Marilyn McCoo,1
450,Bill Conti,1
449,Peter McCann,1
447,Jimmy Buffett,1
446,Mary MacGregor,1
445,Alan O'Day,1
443,Thelma Houston,1
479,Meco,1
481,David Dundas,1
515,Toby Beau,1
483,Dr. Buzzard's Original Savannah Band,1
514,Jay Ferguson,1
513,David Gates,1
512,John Paul Young,1
511,Randy Newman,1
510,Walter Egan,1
509,Bobby Guttadaro,1
508,Marc Paul Simon,1
507,Dan Hill,1
505,Meat Loaf,1
504,Peter Brown,1
503,Deniece Williams,1
502,Johnny Mathis,1
501,Gerry Rafferty,1
500,Bonnie Tyler,1
499,Nick Gilder,1
498,Chuck Mangione,1
496,Yvonne Elliman,1
494,Samantha Sang,1
493,Paul Davis,1
492,A Taste Of Honey,1
490,Exile,1
489,Debby Boone,1
488,C.J. & Co.,1
487,London Symphony Orchestra,1
486,John Williams,1
363,Bazuka,1
291,Deodato,1
361,Sammy Johns,1
120,Murray Head,1
142,Stampeders,1
141,The Bells,1
140,Tommy James,1
135,The Fuzz,1
134,Nitty Gritty Dirt Band,1
130,Lynn Anderson,1
128,Sammi Smith,1
126,Daddy Dewdrop,1
125,Ocean,1
123,The Grass Roots,1
121,The Trinidad Singers,1
119,Andrew Lloyd Webber,1
91,Joe South,1
118,Tim Rice,1
117,The Free Movement,1
116,Five Man Electrical Band,1
111,Joan Baez,1
110,Lee Michaels,1
109,Jean Knight,1
106,The Undisputed Truth,1
103,Janis Joplin,1
100,The Raiders,1
99,Paul Revere & The Raiders,1
96,Carole King,1
144,Brewer & Shipley,1
145,The 8th Day,1
146,Delaney & Bonnie,1
147,Mac & Katie Kissoon,1
182,Chuck Berry,1
181,Gallery,1
180,The Chi-Lites,1
179,Looking Glass,1
178,Wayne Newton,1
175,Sammy Davis Jr.,1
170,Perry Como,1
168,Brenda And The Tabulations,1
167,Wadsworth Mansion,1
166,Richie Havens,1
164,Wilson Pickett,1
163,Noel Paul Stookey,1
161,Isaac Hayes,1
160,The Buoys,1
159,Denise LaSalle,1
157,The Fortunes,1
156,Dave Edmunds,1
155,Judy Collins,1
154,Matthews' Southern Comfort,1
153,Bobby Goldsboro,1
152,King Floyd,1
150,The Beginning Of The End,1
148,Andy Williams,1
92,B.B. King,1
88,Nash & Young,1
184,Neil Young,1
33,Shocking Blue,1
47,The Jaggerz,1
46,Eddie Holman,1
45,Marmalade,1
43,Edison Lighthouse,1
42,Chairmen Of The Board,1
41,The First Edition,1
39,Brook Benton,1
37,Clarence Carter,1
36,Yoko Ono,1
35,The Plastic Ono Band,1
34,John Lennon,1
32,Blues Image,1
87,Stills,1
28,Free,1
27,Susan Jacks,1
25,The Poppy Family,1
24,The Moments,1
22,The Edwin Hawkins Singers,1
20,Norman Greenbaum,1
19,The Five Stairsteps,1
18,Eric Burdon,1
15,The Dawn,1
13,Vanity Fare,1
4,Edwin Starr,1
49,Alive 'N Kickin',1
52,Tyrone Davis,1
53,The Kinks,1
54,Mungo Jerry,1
85,Pacific Gas & Electric,1
83,The Sandpipers,1
82,The Supremes,1
81,Robin McNamara,1
80,The Pipkins,1
79,The Ides Of March,1
78,100 Proof Aged In Soul,1
77,Christie,1
76,The Originals,1
75,Tee-Set,1
73,The Ikettes,1
71,Mountain,1
70,Bobbi Martin,1
68,Ronnie Dyson,1
66,The Delfonics,1
65,Santana,1
64,Gene Chandler,1
62,Mark Lindsay,1
61,Brotherhood of Man,1
60,The Friends Of Distinction,1
59,White Plains,1
58,Frijid Pink,1
55,R. Dean Taylor,1
183,Luther Ingram,1
191,Mouth & MacNeal,1
360,Morris Albert,1
298,MFSB,1
315,Brownsville Station,1
314,Hues Corporation,1
312,George McCrae,1
311,Andy Kim,1
308,Bo Donaldson & The Heywoods,1
307,Björn Skifs,1
306,Blue Swede,1
305,Blue Magic,1
304,David Essex,1
302,Al Wilson,1
301,Maria Muldaur,1
297,The Love Unlimited Orchestra,1
275,Hurricane Smith,1
295,Albert Hammond,1
292,Pink Floyd,1
290,Jud Strunk,1
289,John Fogerty,1
287,Allman Brothers Band,1
285,Tower Of Power,1
284,Timmy Thomas,1
282,Focus,1
280,Edward Bear,1
279,B.W. Stevenson,1
278,Steve Mandell,1
316,Paper Lace,1
319,Joni Mitchell,1
322,The Righteous Brothers,1
323,William DeVaughn,1
359,Billy Swan,1
357,Jessi Colter,1
356,Michael Martin Murphey,1
354,Pilot,1
353,The Ozark Mountain Daredevils,1
352,Major Harris,1
351,LaBelle,1
350,Van McCoy,1
348,Janis Ian,1
347,Carl Douglas,1
346,Minnie Riperton,1
338,Fancy,1
337,First Class,1
336,Lamont Dozier,1
335,Sister Janet Mead,1
334,Tom T. Hall,1
332,Mike Oldfield,1
330,Bobby Womack,1
329,Wet Willie,1
328,Dave Loggins,1
327,Golden Earring,1
325,Mocedades,1
324,Johnny Bristol,1
277,Eric Weissberg,1
274,Loggins & Messina,1
193,George Martin,1
210,Argent,1
230,Brenda Lee Eager,1
229,Jerry Butler,1
226,The Jimmy Castor Bunch,1
223,Charley Pride,1
222,Tom Parker,1
221,Apollo 100,1
220,Sonny & Cher,1
219,Commander Cody and His Lost Planet Airmen,1
216,Derek & The Dominos,1
213,T. Rex,1
211,The Chakachas,1
209,Betty Wright,1
272,Deep Purple,1
207,The Stone Canyon Band,1
206,Ricky Nelson,1
205,Arlo Guthrie,1
204,Dennis Coffey & The Detroit Guitar Band,1
203,Daniel Boone,1
201,Mel & Tim,1
200,Jonathan Edwards,1
198,Raspberries,1
197,The Moody Blues,1
196,Climax,1
194,Hot Butter,1
232,Beverly Bremers,1
233,Bobby Vinton,1
235,Sailcat,1
236,Godspell,1
271,New York City,1
270,Jermaine Jackson,1
267,Bloodstone,1
266,"Bobby ""Boris"" Pickett",1
265,King Harvest,1
262,Stealers Wheel,1
261,Maureen McGovern,1
260,Skylark,1
259,Dr. John,1
257,Sylvia,1
255,Dobie Gray,1
253,Billy Paul,1
252,Ian Lloyd,1
251,The Stories,1
250,Clint Holmes,1
249,Vicki Lawrence,1
248,Kris Kristofferson,1
243,James Brown,1
242,Love Unlimited,1
241,The Hillside Singers,1
240,Rick Springfield,1
239,The Detroit Emeralds,1
237,Yes,1
581,Firefall,1
