Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country
Boom Boom Pow,Black Eyed Peas,hip hop,251426,False,41,184,US
Poker Face,Lady Gaga,"pop, art pop",237200,False,79,176,US
Just Dance,"Lady Gaga, Colby O'Donis","pop, art pop",241933,False,77,176,"US, US"
I Gotta Feeling,Black Eyed Peas,hip hop,289186,False,42,184,US
Love Story,Taylor Swift,pop,235280,False,52,182,US
Right Round,Flo Rida,pop rap,204173,False,41,181,US
I'm Yours,Jason Mraz,"soft pop, acoustic pop",243494,False,51,102,US
Single Ladies (Put a Ring on It),Beyoncé,pop,193213,False,26,105,US
Heartless,Kanye West,rap,211000,False,80,183,GB
Gives You Hell,The All-American Rejects,"emo, pop punk, emo pop",213106,False,64,184,US
You Belong With Me,Taylor Swift,pop,231146,False,53,182,US
Dead And Gone,"T.I., Justin Timberlake",southern hip hop,299746,True,66,185,"US, US"
You Found Me,The Fray,rock,241853,False,71,185,GB
Use Somebody,Kings of Leon,modern rock,231800,False,39,185,US
Knock You Down,"Keri Hilson, Kanye West, Ne-Yo",rap,326186,False,61,2,"US, GB, US"
Blame It,"Jamie Foxx, T-Pain","hip hop rnb and dance hall, hip hop",289746,True,61,181,"US, US"
I Know You Want Me (Calle Ocho),Pitbull,dance-pop,237120,False,68,163,US
Live Your Life,"T.I., Rihanna",southern hip hop,338853,True,71,185,"US, US"
Kiss Me Thru The Phone,"Soulja Boy, Sammie",dirty south,193386,False,73,137,"US, US"
Down,"Jay Sean, Lil Wayne","hip hop, rap",212106,False,20,0,"GB, US"
The Climb,Miley Cyrus,pop,236066,False,62,182,US
Best I Ever Had,Drake,"hip hop, rap",257690,True,72,184,CA
My Life Would Suck Without You,Kelly Clarkson,christmas,211493,False,61,179,US
Halo,Beyoncé,pop,261640,False,69,145,US
Hot N Cold,Katy Perry,pop,223226,False,48,184,US
Second Chance,Shinedown,"alternative metal, post-grunge, acoustic rock, rock",222066,False,12,185,US
Circus,Britney Spears,pop,192360,False,73,185,US
Day 'N' Nite (nightmare),Kid Cudi,hip hop,221266,False,60,3,US
Party In The U.S.A.,Miley Cyrus,pop,202066,False,71,2,US
DONTTRUSTME,3OH!3,crunkcore,192573,True,66,181,US
Run This Town,"JAY-Z, Rihanna, Kanye West","east coast hip hop, hip hop, rap",267520,True,73,184,"US, US, GB"
Let It Rock,"Kevin Rudolf, Lil Wayne","hip hop, rap",236280,True,38,88,"DE, US"
Fire Burning,Sean Kingston,pop,243133,False,45,185,JM
Whatcha Say,Jason Derulo,pop,221253,False,53,2,US
LoveGame,Lady Gaga,"pop, art pop",216333,False,51,183,US
Waking Up In Vegas,Katy Perry,pop,199186,False,52,3,US
Birthday Sex,Jeremih,contemporary r&b,226506,False,64,184,US
Sober,P!nk,pop,251693,False,22,185,US
Womanizer,Britney Spears,pop,224400,False,75,185,US
Whatever You Like,T.I.,southern hip hop,249533,True,71,185,US
Obsessed,Mariah Carey,christmas,244293,False,39,3,US
Mad,Ne-Yo,contemporary r&b,254533,False,56,181,US
Good Girls Go Bad (feat. Leighton Meester),"Cobra Starship, Leighton Meester",electronic,196600,False,25,66,"US, US"
Love Lockdown,Kanye West,rap,270306,False,59,183,GB
So What,P!nk,pop,214333,True,0,0,US
Hotel Room Service,Pitbull,dance-pop,237640,False,69,172,US
Crack A Bottle,"Eminem, Dr. Dre, 50 Cent","rap, east coast hip hop, gangster rap, g-funk, hip hop, west coast hip hop",297520,True,40,183,"US, US, US"
If I Were a Boy,Beyoncé,pop,249146,False,47,145,US
Turnin Me On - Original Dirty,"Keri Hilson, Lil Wayne","hip hop, rap",248066,True,35,67,"US, US"
I Hate This Part,The Pussycat Dolls,dance-pop,218400,False,62,184,US
Gotta Be Somebody,Nickelback,"post-grunge, rock",253373,False,0,0,CA
Please Don't Leave Me,P!nk,pop,231493,False,23,185,US
Paparazzi,Lady Gaga,"pop, art pop",208306,False,53,183,US
Beautiful,"Akon, Colby O'Donis, Kardinal Offishall","hip hop, contemporary r&b, hip hop",312986,False,1,0,"SN, US, CA"
Viva La Vida,Coldplay,alternative rock,242373,False,82,170,GB
Right Now (Na Na Na),Akon,hip hop,240746,False,5,0,SN
Battlefield,Jordin Sparks,pop,241920,False,48,48,US
Sugar (feat. Wynter),"Flo Rida, Wynter Gordon","pop rap, jazz",252933,False,44,28,"US, US"
Miss Independent,Ne-Yo,contemporary r&b,232000,False,61,181,US
Fireflies,Owl City,pop,228746,False,20,16,US
New Divide,Linkin Park,"nu metal, alternative metal, rock, rap metal",268613,False,65,168,US
Empire State Of Mind,"JAY-Z, Alicia Keys","rap, east coast hip hop, r&b, neo soul, hip hop",276920,True,77,184,"US, US"
No Surprise,Daughtry,alternative rock,269693,False,41,185,US
She Wolf,Shakira,"latin, latin pop",188866,False,17,0,CO
Break Up,Mario,r&b,249026,True,45,184,US
Sweet Dreams,Beyoncé,pop,208066,False,30,145,US
Every Girl,Young Money,folk rock,315320,True,44,67,CA
Fallin' For You,Colbie Caillat,pop,217240,False,13,3,US
Untouched,The Veronicas,rock,254360,False,21,180,GB
If Today Was Your Last Day,Nickelback,"post-grunge, rock",248040,False,0,0,CA
Throw It In The Bag,"Fabolous, The-Dream",r&b,231573,True,53,180,"US, GB"
Love Drunk,BOYS LIKE GIRLS,"emo, pop punk, emo pop",226706,False,57,183,US
I Love College,Asher Roth,hip hop,241933,True,51,136,US
If U Seek Amy,Britney Spears,pop,216520,False,66,185,US
Big Green Tractor,Jason Aldean,"country, acoustic country",204200,False,11,0,US
White Horse,Taylor Swift,pop,234426,False,44,2,US
Disturbia,Rihanna,pop,238626,False,75,184,US
21 Guns,Green Day,"punk, pop punk",321093,False,70,165,US
Turn My Swag On,Soulja Boy,dirty south,206333,False,60,137,US
Rockin' That Shit,The-Dream,r&b,221920,True,61,124,GB
Chicken Fried,Zac Brown Band,"country, acoustic country",238146,False,4,0,US
Diva,Beyoncé,pop,200613,False,52,145,US
Replay,Iyaz,contemporary r&b,182306,False,67,112,VG
Then,Brad Paisley,country,321640,False,55,185,US
Her Diamonds,Rob Thomas,orchestral,280200,False,7,181,NO
How Do You Sleep? - Radio Edit Remix,"Jesse McCartney, Ludacris",southern hip hop,208333,False,47,183,"GB, US"
3,Britney Spears,pop,213173,False,55,185,US
Forever,"Drake, Kanye West, Lil Wayne, Eminem","hip hop, rap",357920,True,33,97,"CA, GB, US, US"
One Time,Justin Bieber,pop,215866,False,42,1,CA
I Run To You,Lady A,"country, pop country",256013,False,35,1,US
I Do Not Hook Up,Kelly Clarkson,christmas,200346,False,39,179,US
Green Light (feat. André 3000),"John Legend, André 3000","neo soul, soft pop",284186,False,51,185,"US, US"
People Are Crazy,Billy Currington,"country, acoustic country",231360,False,64,137,US
Whatever It Is,Zac Brown Band,"country, acoustic country",208213,False,0,0,US
Already Gone,Kelly Clarkson,christmas,281560,False,50,179,US
Goodbye,Kristinia DeBarge,Unknown,208133,False,39,184,US
Say Hey (I Love You),"Michael Franti & Spearhead, Cherine Tanya Anderson","classic pop and rock, soul",235760,False,0,0,"US, JM"
Pop Champagne (feat. Juelz Santana) - Explicit Album Version,"Jim Jones, Ron Browz, Juelz Santana","country, american, hip hop",221000,True,21,185,"US, US, US"
Pretty Wings,Maxwell,"smooth r&b, quiet storm, r&b, neo soul",256160,False,15,181,US
Never Say Never,The Fray,rock,256613,False,63,185,GB
