Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country
Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars","pop, pop",269666,False,81,185,"GB, US"
Thinking out Loud,Ed Sheeran,soft pop,281560,False,78,163,GB
See You Again (feat. Charlie Puth),"Wiz Khalifa, Charlie Puth","soft pop, pop, rap",229525,False,55,116,"US, US"
Trap Queen,Fetty Wap,hip hop,222093,True,33,3,US
Sugar,Maroon 5,pop,235493,True,75,166,US
Shut Up and Dance,WALK THE MOON,pop rock,199080,False,56,185,US
Blank Space,Taylor Swift,pop,231826,False,44,2,US
Watch Me (Whip / Nae Nae),Silentó,Unknown,185142,False,61,184,US
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,r&b,252226,False,67,183,CA
The Hills,The Weeknd,r&b,242253,True,81,184,CA
Cheerleader (Felix Jaehn Remix) - Radio Edit,"OMI, Felix Jaehn",tropical house,180021,False,50,178,"JM, DE"
Can't Feel My Face,The Weeknd,r&b,213520,False,76,184,CA
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,electropop,250266,False,40,3,GB
Take Me to Church,Hozier,blues rock,241693,False,76,4,IE
Bad Blood,"Taylor Swift, Kendrick Lamar","west coast hip hop, hip hop",200106,False,61,181,"US, US"
Lean On,"Major Lazer, DJ Snake, MØ",moombahton,176561,False,8,0,"JM, FR, DK"
Want to Want Me,Jason Derulo,pop,207719,False,69,118,US
Shake It Off,Taylor Swift,pop,219200,False,45,2,US
Where Are Ü Now (with Justin Bieber),"Jack Ü, Skrillex, Diplo, Justin Bieber","electronic, moombahton, dubstep, electro, edm",250285,False,69,142,"Unknown, US, US, CA"
Fight Song,Rachel Platten,pop,202506,False,46,177,US
679 (feat. Remy Boyz),"Fetty Wap, Remy Boyz","hip hop, pop",196693,True,72,174,"US, US"
Lips Are Movin,Meghan Trainor,pop,182666,False,63,176,US
Worth It (feat. Kid Ink),"Fifth Harmony, Kid Ink",pop,224573,False,70,185,"US, US"
Post to Be (feat. Chris Brown & Jhene Aiko),"Omarion, Chris Brown, Jhené Aiko",r&b,226580,True,46,169,"US, US, US"
"Honey, I'm Good.",Andy Grammer,pop rock,199263,False,3,0,US
I'm Not The Only One,Sam Smith,soft pop,239316,False,79,184,GB
Good For You,"Selena Gomez, A$AP Rocky","pop, rap",221560,True,52,180,"US, US"
All About That Bass,Meghan Trainor,pop,187920,True,67,176,US
Style,Taylor Swift,pop,231000,False,48,2,US
Hotline Bling,Drake,"hip hop, rap",267066,False,73,184,CA
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj","edm, dance, big room",192560,False,69,166,"FR, NL, US, US"
GDFR (feat. Sage the Gemini & Lookas),"Flo Rida, Sage The Gemini, Lookas","hyphy, edm trap, future bass",190185,False,49,171,"US, US, US"
What Do You Mean?,Justin Bieber,pop,205680,False,77,166,CA
Photograph,Ed Sheeran,soft pop,258986,False,81,163,GB
Hello,Adele,soft pop,295502,False,1,0,GB
Stitches,Shawn Mendes,pop,206880,False,79,184,CA
Talking Body,Tove Lo,electropop,238426,True,64,3,SE
Jealous,Nick Jonas,choral,223106,False,64,183,GB
Time of Our Lives,"Pitbull, Ne-Yo","dance-pop, contemporary r&b",229360,True,31,175,"US, US"
Locked Away (feat. Adam Levine),"R. City, Adam Levine","audiobook, pop",227280,False,53,96,"US, US"
Somebody,"Natalie La Rose, Jeremih","contemporary r&b, contemporary r&b",189906,False,60,183,"NL, US"
FourFiveSeconds,"Rihanna, Kanye West, Paul McCartney",rap,188238,False,73,184,"US, GB, GB"
Centuries,Fall Out Boy,"emo, pop punk, emo pop",228360,False,76,184,US
My Way (feat. Monty),"Fetty Wap, Monty","hip hop, comedy",213053,True,20,2,"US, GB"
Take Your Time,Sam Hunt,"pop country, country",243706,False,59,184,US
Animals,Maroon 5,pop,231013,False,76,166,US
I Don't Fuck With You,"Big Sean, E-40","hyphy, g-funk, west coast hip hop",284386,True,70,182,"US, US"
Bitch Better Have My Money,Rihanna,pop,219305,True,70,183,US
